"story_id","gold","shuffled","model_reordered"
"1578","Jimmy lived in a crowded city | Jimmy dreamed of going white water rafting in the mountains | Jimmy located a company in Colorado that offered white water rafting | Jimmy drove out to Colorado and met with the rafting company | Jimmy was able to fulfill his dream of going white water rafting","Jimmy drove out to Colorado and met with the rafting company | Jimmy dreamed of going white water rafting in the mountains | Jimmy lived in a crowded city | Jimmy was able to fulfill his dream of going white water rafting | Jimmy located a company in Colorado that offered white water rafting","Jimmy lived in a crowded city | Jimmy dreamed of going white water rafting in the mountains | Jimmy located a company in Colorado that offered white water rafting | Jimmy drove out to Colorado and met with the rafting company | Jimmy was able to fulfill his dream of going white water rafting"
"1579","Joe owned a carpentry business | The mayor of the city asked Joe to build housing for the homeless | Joe began building the housing but left his workers to finish it | When the housing was done, it had leaks in the roof | The mayor never hired Joe again","When the housing was done, it had leaks in the roof | The mayor never hired Joe again | Joe owned a carpentry business | The mayor of the city asked Joe to build housing for the homeless | Joe began building the housing but left his workers to finish it","Joe owned a carpentry business | The mayor of the city asked Joe to build housing for the homeless | Joe began building the housing but left his workers to finish it | When the housing was done, it had leaks in the roof | The mayor never hired Joe again"
"1580","Ramona loves history | She did well in all of her history classes is high school | She decided to major in history in college | Ramona decided to travel to write a history book | Ramona's book about history is now a best seller","Ramona loves history | She decided to major in history in college | Ramona's book about history is now a best seller | She did well in all of her history classes is high school | Ramona decided to travel to write a history book","Ramona loves history | She did well in all of her history classes is high school | She decided to major in history in college | Ramona decided to travel to write a history book | Ramona's book about history is now a best seller"
"1581","The mountains were a scene of unimaginable beauty | In fall everything the light touched shone with colors of the leaves | Riding down the road was like taking a trip into a painting | The leaves of the trees combined into a collage of loveliness | Every year the same beauty returned","The leaves of the trees combined into a collage of loveliness | Every year the same beauty returned | In fall everything the light touched shone with colors of the leaves | Riding down the road was like taking a trip into a painting | The mountains were a scene of unimaginable beauty","The mountains were a scene of unimaginable beauty | Every year the same beauty returned | In fall everything the light touched shone with colors of the leaves | The leaves of the trees combined into a collage of loveliness | Riding down the road was like taking a trip into a painting"
"1582","It was Friday Night at mom's house | We decided to play an old family game we used to play | We had so much fun, and it reminded me of old times | I decided to make this special and start a family game night weekly | Now that I have children, we still have family game night every Friday","Now that I have children, we still have family game night every Friday | We had so much fun, and it reminded me of old times | It was Friday Night at mom's house | We decided to play an old family game we used to play | I decided to make this special and start a family game night weekly","I decided to make this special and start a family game night weekly | We decided to play an old family game we used to play | It was Friday Night at mom's house | We had so much fun, and it reminded me of old times | Now that I have children, we still have family game night every Friday"
"1583","The baby was very small | He looked up at me with bright blue eyes | He kicked his little feet happily | I couldn't help but pick him up | He grinned from ear to ear","He grinned from ear to ear | I couldn't help but pick him up | He kicked his little feet happily | The baby was very small | He looked up at me with bright blue eyes","The baby was very small | I couldn't help but pick him up | He looked up at me with bright blue eyes | He grinned from ear to ear | He kicked his little feet happily"
"1584","Zoltan was a very rich man | He had all the tools to control people | One day a peasant worker was waiting for Lord Zoltan | Zoltan decided not to give the peasant any work | The peasant starved to death","One day a peasant worker was waiting for Lord Zoltan | He had all the tools to control people | Zoltan was a very rich man | The peasant starved to death | Zoltan decided not to give the peasant any work","Zoltan was a very rich man | He had all the tools to control people | One day a peasant worker was waiting for Lord Zoltan | Zoltan decided not to give the peasant any work | The peasant starved to death"
"1585","Eric dreamed of developing a life simulation game | So he knew he had to practice programming | But he dreamed so much that he didn't practice | And he didn't develop the technical skills to create his game | Months later, he regret all the dreaming he did","So he knew he had to practice programming | But he dreamed so much that he didn't practice | Eric dreamed of developing a life simulation game | Months later, he regret all the dreaming he did | And he didn't develop the technical skills to create his game","So he knew he had to practice programming | Eric dreamed of developing a life simulation game | But he dreamed so much that he didn't practice | And he didn't develop the technical skills to create his game | Months later, he regret all the dreaming he did"
"1586","John didn't know anything about sports | He was invited to a superbowl party | John didn't know the teams or much about football | He was still excited enough to bet on the game | John picked a team by luck and won","John picked a team by luck and won | He was still excited enough to bet on the game | He was invited to a superbowl party | John didn't know anything about sports | John didn't know the teams or much about football","John didn't know anything about sports | John didn't know the teams or much about football | John picked a team by luck and won | He was still excited enough to bet on the game | He was invited to a superbowl party"
"1587","Alexa woke up one night to a crashing sound | This frightened her | She took a bat out and went downstairs to see what happened | Alexa saw her next to a mess of things | It turned out, her cat knocked some items off of the counter","She took a bat out and went downstairs to see what happened | This frightened her | It turned out, her cat knocked some items off of the counter | Alexa woke up one night to a crashing sound | Alexa saw her next to a mess of things","Alexa woke up one night to a crashing sound | This frightened her | She took a bat out and went downstairs to see what happened | Alexa saw her next to a mess of things | It turned out, her cat knocked some items off of the counter"
"1588","I saw a deer crossing the street | I stopped walking, so as not to frighten it | I was amazed by how beautiful the deer was | The deer eventually left my view | I was so pleased to have seen such a beautiful animal","The deer eventually left my view | I saw a deer crossing the street | I was amazed by how beautiful the deer was | I stopped walking, so as not to frighten it | I was so pleased to have seen such a beautiful animal","I saw a deer crossing the street | I stopped walking, so as not to frighten it | I was amazed by how beautiful the deer was | I was so pleased to have seen such a beautiful animal | The deer eventually left my view"
"1589","Mitch read that there would be a big sale on TVs at a store | He camped out all night to be first in line for the deal | Once the doors opened he dashed to the electronics department | Another many fought Mitch for the TV's | Mitch put the other man in a sleeper hold to pacify him","He camped out all night to be first in line for the deal | Another many fought Mitch for the TV's | Once the doors opened he dashed to the electronics department | Mitch put the other man in a sleeper hold to pacify him | Mitch read that there would be a big sale on TVs at a store","Mitch read that there would be a big sale on TVs at a store | He camped out all night to be first in line for the deal | Once the doors opened he dashed to the electronics department | Another many fought Mitch for the TV's | Mitch put the other man in a sleeper hold to pacify him"
"1590","Little Zayn was getting ready for his first day in preschool | He was feeling really shy and nervous | His dad reassured him that he wasn't the only one who was nervous | Zayn realized it was everyone else's first day too | Zayn felt better as he walked into class","His dad reassured him that he wasn't the only one who was nervous | Zayn felt better as he walked into class | He was feeling really shy and nervous | Little Zayn was getting ready for his first day in preschool | Zayn realized it was everyone else's first day too","Little Zayn was getting ready for his first day in preschool | He was feeling really shy and nervous | His dad reassured him that he wasn't the only one who was nervous | Zayn felt better as he walked into class | Zayn realized it was everyone else's first day too"
"1591","Terrance is walking down the street | He notices a meow coming from the bushes | He searches the bush | He finds a little kitty trapped in the bush | He takes it home to be his new pet","He finds a little kitty trapped in the bush | He searches the bush | Terrance is walking down the street | He takes it home to be his new pet | He notices a meow coming from the bushes","Terrance is walking down the street | He notices a meow coming from the bushes | He searches the bush | He finds a little kitty trapped in the bush | He takes it home to be his new pet"
"1592","John found a wallet on the street with $180 in it | The owner's contact information was inside | He called him to tell him where he could get his wallet | The man was so happy he gave John a reward | He gave him half the money that was in the wallet!","The man was so happy he gave John a reward | The owner's contact information was inside | He gave him half the money that was in the wallet! | He called him to tell him where he could get his wallet | John found a wallet on the street with $180 in it","John found a wallet on the street with $180 in it | The owner's contact information was inside | He called him to tell him where he could get his wallet | The man was so happy he gave John a reward | He gave him half the money that was in the wallet!"
"1593","My sister-in-law's husband died in 2016 | She was alone in a house in Boston | She decided to visit her younger sister in Greenfield | She liked it there, and contacted a realtor about buying a house | My wife thinks she will not like being so far away from the city","She liked it there, and contacted a realtor about buying a house | My sister-in-law's husband died in 2016 | She decided to visit her younger sister in Greenfield | She was alone in a house in Boston | My wife thinks she will not like being so far away from the city","My sister-in-law's husband died in 2016 | She was alone in a house in Boston | She decided to visit her younger sister in Greenfield | She liked it there, and contacted a realtor about buying a house | My wife thinks she will not like being so far away from the city"
"1594","I saw a crowd gathering outside the Apple computer store | I walked in closer to see what their whispering was all about | I looked over a teenagers shoulder as she stared down at her phone | I listened to her conversation and heard what they were discussing | I learned the graphic they were viewing was for the IPhone 12","I looked over a teenagers shoulder as she stared down at her phone | I listened to her conversation and heard what they were discussing | I walked in closer to see what their whispering was all about | I learned the graphic they were viewing was for the IPhone 12 | I saw a crowd gathering outside the Apple computer store","I looked over a teenagers shoulder as she stared down at her phone | I listened to her conversation and heard what they were discussing | I walked in closer to see what their whispering was all about | I learned the graphic they were viewing was for the IPhone 12 | I saw a crowd gathering outside the Apple computer store"
"1595","Our apartment building walls are bare | Today I tried to brighten up the place | I printed an historic photo of the area | I tacked it up onto the wall | I am waiting to see when they take it down","I am waiting to see when they take it down | I printed an historic photo of the area | I tacked it up onto the wall | Today I tried to brighten up the place | Our apartment building walls are bare","Our apartment building walls are bare | I printed an historic photo of the area | I tacked it up onto the wall | Today I tried to brighten up the place | I am waiting to see when they take it down"
"1596","It didn't matter what he said | She wasn't going to listen | She covered her ears with her hands | She made a loud noise | He gave up trying to talk","She wasn't going to listen | He gave up trying to talk | It didn't matter what he said | She covered her ears with her hands | She made a loud noise","She wasn't going to listen | He gave up trying to talk | It didn't matter what he said | She covered her ears with her hands | She made a loud noise"
"1597","Sally was taking a guitar class at school | The teacher was laid back and the class wasn't structured | All you had to do was learn a whole packed of songs by the end | Sally decided to get it all done immediately | She finished the booklet in two days","Sally decided to get it all done immediately | She finished the booklet in two days | Sally was taking a guitar class at school | The teacher was laid back and the class wasn't structured | All you had to do was learn a whole packed of songs by the end","Sally decided to get it all done immediately | Sally was taking a guitar class at school | The teacher was laid back and the class wasn't structured | She finished the booklet in two days | All you had to do was learn a whole packed of songs by the end"
"1598","Drew has a biology test | He has not studied at all | He decided to pull an all nighter | When Drew got to school, he fell asleep | Drew ended up failing his test","Drew ended up failing his test | He has not studied at all | When Drew got to school, he fell asleep | Drew has a biology test | He decided to pull an all nighter","Drew has a biology test | He has not studied at all | He decided to pull an all nighter | When Drew got to school, he fell asleep | Drew ended up failing his test"
"1599","Sally has a big test tomorrow | She is worried because she hasn't studied yet | She would stay up tonight to study, but she is too tired too | Instead she will just hope that she gets a good grade | Sally is not very responsible","She would stay up tonight to study, but she is too tired too | Sally is not very responsible | Sally has a big test tomorrow | Instead she will just hope that she gets a good grade | She is worried because she hasn't studied yet","Sally is not very responsible | Sally has a big test tomorrow | She would stay up tonight to study, but she is too tired too | She is worried because she hasn't studied yet | Instead she will just hope that she gets a good grade"
"1600","Lana was diagnosed with Brain Cancer | She only has four months to live | Her family gathered around her for support | Lana was buried a year after the initial diagnosis | Lana is now resting in peace","Her family gathered around her for support | Lana was diagnosed with Brain Cancer | Lana was buried a year after the initial diagnosis | She only has four months to live | Lana is now resting in peace","Lana was diagnosed with Brain Cancer | Her family gathered around her for support | She only has four months to live | Lana was buried a year after the initial diagnosis | Lana is now resting in peace"
"1601","One day, Ramesh met with an accident | It was a major accident and he lost a lot of blood | He was admitted into the hospital and blood transfusion was done | Thanks to the donor, who donated blood to Ramesh | Ramesh is now hale and healthy","It was a major accident and he lost a lot of blood | He was admitted into the hospital and blood transfusion was done | Thanks to the donor, who donated blood to Ramesh | One day, Ramesh met with an accident | Ramesh is now hale and healthy","One day, Ramesh met with an accident | It was a major accident and he lost a lot of blood | He was admitted into the hospital and blood transfusion was done | Thanks to the donor, who donated blood to Ramesh | Ramesh is now hale and healthy"
"1602","Bob went to the doctor | The doctor said bob was lacking in iron | The doctor said he needed iron supplements | Bob bought iron supplements | Bob's iron levels were soon up to normal levels","The doctor said bob was lacking in iron | The doctor said he needed iron supplements | Bob went to the doctor | Bob bought iron supplements | Bob's iron levels were soon up to normal levels","Bob went to the doctor | The doctor said bob was lacking in iron | The doctor said he needed iron supplements | Bob bought iron supplements | Bob's iron levels were soon up to normal levels"
"1603","I decided to rebuild my staircase | Alas, I didn't use reinforced wood | The staircase lasted for the first few week | Then, one day it collapsed | I had to hire a carpenter to fix the staircase","Alas, I didn't use reinforced wood | The staircase lasted for the first few week | I had to hire a carpenter to fix the staircase | I decided to rebuild my staircase | Then, one day it collapsed","Alas, I didn't use reinforced wood | The staircase lasted for the first few week | Then, one day it collapsed | I had to hire a carpenter to fix the staircase | I decided to rebuild my staircase"
"1604","I bought a retro toy called Fluffkin | I bought the purple haired doll home in its original box yesterday | I placed it on the mantle, hoping it would attract questions | My children have fallen in love with it, and asked to play with it | It ended up lying on the floor, covered in sticky stuff","My children have fallen in love with it, and asked to play with it | It ended up lying on the floor, covered in sticky stuff | I placed it on the mantle, hoping it would attract questions | I bought a retro toy called Fluffkin | I bought the purple haired doll home in its original box yesterday","I bought a retro toy called Fluffkin | My children have fallen in love with it, and asked to play with it | It ended up lying on the floor, covered in sticky stuff | I placed it on the mantle, hoping it would attract questions | I bought the purple haired doll home in its original box yesterday"
"1605","I wanted to buy a new water bottle, because mine was broken | I went to the store and looked through their selection | There were so many, but I wasn't sure I could find one I liked | Then, I found one in my favorite color, and it had a spout | I decided it was perfect and bought it","I went to the store and looked through their selection | I wanted to buy a new water bottle, because mine was broken | There were so many, but I wasn't sure I could find one I liked | I decided it was perfect and bought it | Then, I found one in my favorite color, and it had a spout","I wanted to buy a new water bottle, because mine was broken | I went to the store and looked through their selection | There were so many, but I wasn't sure I could find one I liked | Then, I found one in my favorite color, and it had a spout | I decided it was perfect and bought it"
"1606","Susie was in high school | She wanted to go on a college tour | So she went off to it | When she got there she liked it | She thought the area was nice","Susie was in high school | When she got there she liked it | So she went off to it | She thought the area was nice | She wanted to go on a college tour","Susie was in high school | She wanted to go on a college tour | When she got there she liked it | She thought the area was nice | So she went off to it"
"1607","Anna was going to school for the first day | She talked to all the kids in her class | Most of the children were happy to make new friends | They liked Anna's friendly demeanor | Over the next few weeks, she made a lot of new friends","Most of the children were happy to make new friends | Anna was going to school for the first day | She talked to all the kids in her class | They liked Anna's friendly demeanor | Over the next few weeks, she made a lot of new friends","Anna was going to school for the first day | She talked to all the kids in her class | They liked Anna's friendly demeanor | Most of the children were happy to make new friends | Over the next few weeks, she made a lot of new friends"
"1608","Ana's mom said she had a surprise that afternoon | All through school, Ana wondered what the surprise was | She raced home and ran through the front door | She stopped short when she saw her dad, home on shore leave | He had come two weeks early to surprise her!","He had come two weeks early to surprise her! | She stopped short when she saw her dad, home on shore leave | She raced home and ran through the front door | Ana's mom said she had a surprise that afternoon | All through school, Ana wondered what the surprise was","He had come two weeks early to surprise her! | All through school, Ana wondered what the surprise was | She stopped short when she saw her dad, home on shore leave | She raced home and ran through the front door | Ana's mom said she had a surprise that afternoon"
"1609","My dog is a half wolf, half husky mix | She has very sharp teeth that got very dirty recently | I took her to the vet to get them professionally cleaned | I waited almost an hour for her to come out from the back room | When they finally came out, they said she did very well","When they finally came out, they said she did very well | She has very sharp teeth that got very dirty recently | I took her to the vet to get them professionally cleaned | My dog is a half wolf, half husky mix | I waited almost an hour for her to come out from the back room","My dog is a half wolf, half husky mix | She has very sharp teeth that got very dirty recently | I took her to the vet to get them professionally cleaned | I waited almost an hour for her to come out from the back room | When they finally came out, they said she did very well"
"1610","Hallie got a pair of pink rain boots | She wore them wore them when it was rainy | She wore them when it was sunny | They ended up giving her blisters on both her feet | She now only wears them when it is wet outside","She wore them wore them when it was rainy | She now only wears them when it is wet outside | Hallie got a pair of pink rain boots | They ended up giving her blisters on both her feet | She wore them when it was sunny","Hallie got a pair of pink rain boots | She wore them wore them when it was rainy | They ended up giving her blisters on both her feet | She wore them when it was sunny | She now only wears them when it is wet outside"
"1611","Hank got in an accident | His insurance company was very helpful | They explained all of the deductibles and costs he would pay | Once his car was fixed, he drove it around town | Hank was happy the insurance company had taken care of it all","Hank was happy the insurance company had taken care of it all | Once his car was fixed, he drove it around town | They explained all of the deductibles and costs he would pay | Hank got in an accident | His insurance company was very helpful","Hank got in an accident | His insurance company was very helpful | They explained all of the deductibles and costs he would pay | Once his car was fixed, he drove it around town | Hank was happy the insurance company had taken care of it all"
"1612","Henry was swimming inside the ocean | He did a few laps across both sides of the water | After a couple of minutes, he saw a couple of feces in the water | He tried to swim as fast as he can to the store | Some of the feces got stuck on his legs","He did a few laps across both sides of the water | Henry was swimming inside the ocean | He tried to swim as fast as he can to the store | After a couple of minutes, he saw a couple of feces in the water | Some of the feces got stuck on his legs","Henry was swimming inside the ocean | He did a few laps across both sides of the water | He tried to swim as fast as he can to the store | After a couple of minutes, he saw a couple of feces in the water | Some of the feces got stuck on his legs"
"1613","Perla ditched school and stole her dad's car | She drove all the way to Sacramento | Her dad called the cops on her | Perla saw a police car behind her and sped off | She crashed her car into a bridge and was arrested","Her dad called the cops on her | Perla ditched school and stole her dad's car | She crashed her car into a bridge and was arrested | She drove all the way to Sacramento | Perla saw a police car behind her and sped off","Perla ditched school and stole her dad's car | Her dad called the cops on her | Perla saw a police car behind her and sped off | She drove all the way to Sacramento | She crashed her car into a bridge and was arrested"
"1614","Jenny wanted her nails done | She asked her friend for a recommendation | Jenny visited the recommended nail shop | Jenny had her nails done there | Jenny was very happy with her new nails","Jenny visited the recommended nail shop | Jenny was very happy with her new nails | Jenny had her nails done there | Jenny wanted her nails done | She asked her friend for a recommendation","Jenny wanted her nails done | She asked her friend for a recommendation | Jenny visited the recommended nail shop | Jenny had her nails done there | Jenny was very happy with her new nails"
"1615","My friend and I play rock, paper, scissors all the time | We use this to settle everything | However, we begin to argue all the time | We accuse each other of cheating | However, we still play the game anyways","However, we still play the game anyways | However, we begin to argue all the time | My friend and I play rock, paper, scissors all the time | We use this to settle everything | We accuse each other of cheating","My friend and I play rock, paper, scissors all the time | We use this to settle everything | We accuse each other of cheating | However, we begin to argue all the time | However, we still play the game anyways"
"1616","My work made a mistake with my paycheck | They shorted me by one day | It happened at a bad time | My rent is due | I guess it will have to be late","My rent is due | I guess it will have to be late | They shorted me by one day | It happened at a bad time | My work made a mistake with my paycheck","My rent is due | I guess it will have to be late | My work made a mistake with my paycheck | They shorted me by one day | It happened at a bad time"
"1617","Tina was a shareholder | She was cheering for good earnings | When earnings were out they were great | Tina thought she would make money | Unfortunately she lost big time","Tina was a shareholder | Unfortunately she lost big time | She was cheering for good earnings | When earnings were out they were great | Tina thought she would make money","Tina was a shareholder | Tina thought she would make money | She was cheering for good earnings | When earnings were out they were great | Unfortunately she lost big time"
"1618","Josh was failing math | His teacher offered extra credit | He had to come in early and do a worksheet | He finished the sheet just before the first bell | Luckily, his score brought his grade up","His teacher offered extra credit | He finished the sheet just before the first bell | He had to come in early and do a worksheet | Luckily, his score brought his grade up | Josh was failing math","Josh was failing math | His teacher offered extra credit | He had to come in early and do a worksheet | He finished the sheet just before the first bell | Luckily, his score brought his grade up"
"1619","Ivy was fishing with her dad one day | She caught a strange fish | It looked inedible, so she was about to throw it back | Then her dad stopped her quickly | He told Ivy the fish was a delicious tuna!","Then her dad stopped her quickly | It looked inedible, so she was about to throw it back | Ivy was fishing with her dad one day | She caught a strange fish | He told Ivy the fish was a delicious tuna!","Ivy was fishing with her dad one day | She caught a strange fish | It looked inedible, so she was about to throw it back | Then her dad stopped her quickly | He told Ivy the fish was a delicious tuna!"
"1620","Landon's family has a lake house | They spend many of their summers enjoy the lake | After Landon and her siblings grew up, they spent less time there | Her family decided it was not worth keeping without using it | Landon's family sold the lakehouse","They spend many of their summers enjoy the lake | After Landon and her siblings grew up, they spent less time there | Landon's family sold the lakehouse | Landon's family has a lake house | Her family decided it was not worth keeping without using it","Landon's family has a lake house | They spend many of their summers enjoy the lake | After Landon and her siblings grew up, they spent less time there | Her family decided it was not worth keeping without using it | Landon's family sold the lakehouse"
"1621","Throughout his career Quin was always doubted | He was told he wouldn't play on his high school team | When he got to Duke, they told him he was too small | When he graduated from Duke, he was told he wasn't good enough | Now he's an All-Star for the D-League and he hopes to make the NBA","Now he's an All-Star for the D-League and he hopes to make the NBA | Throughout his career Quin was always doubted | He was told he wouldn't play on his high school team | When he got to Duke, they told him he was too small | When he graduated from Duke, he was told he wasn't good enough","He was told he wouldn't play on his high school team | When he got to Duke, they told him he was too small | When he graduated from Duke, he was told he wasn't good enough | Throughout his career Quin was always doubted | Now he's an All-Star for the D-League and he hopes to make the NBA"
"1622","Kim's job was having a contest | Whoever could guess the number of gumballs in a jar would get $100 | Since everyone only got one guess Kim took her time to count | She them all but tried to make an accurate guess | Kim lost the contest by 5 gumballs","Kim lost the contest by 5 gumballs | She them all but tried to make an accurate guess | Kim's job was having a contest | Whoever could guess the number of gumballs in a jar would get $100 | Since everyone only got one guess Kim took her time to count","Kim lost the contest by 5 gumballs | She them all but tried to make an accurate guess | Kim's job was having a contest | Whoever could guess the number of gumballs in a jar would get $100 | Since everyone only got one guess Kim took her time to count"
"1623","Joe was feeling nostalgic so he took a walk to his childhood home | Along the way he came across an ice cream stand | When he was a kid he used to always go there to cool down | He had forgotten about it, but now the memories came flooding back | An ice cream cone was the perfect way to sate his nostalgia","When he was a kid he used to always go there to cool down | An ice cream cone was the perfect way to sate his nostalgia | He had forgotten about it, but now the memories came flooding back | Joe was feeling nostalgic so he took a walk to his childhood home | Along the way he came across an ice cream stand","Joe was feeling nostalgic so he took a walk to his childhood home | Along the way he came across an ice cream stand | He had forgotten about it, but now the memories came flooding back | When he was a kid he used to always go there to cool down | An ice cream cone was the perfect way to sate his nostalgia"
"1624","My mother loves clocks that chime | Her house is full of them | She sets them each a little different so she can hear them chime | It sounds like a bell tower during a wedding in her house all day | When I visit I stop them or I'd never be able to sleep at night","When I visit I stop them or I'd never be able to sleep at night | She sets them each a little different so she can hear them chime | My mother loves clocks that chime | It sounds like a bell tower during a wedding in her house all day | Her house is full of them","My mother loves clocks that chime | Her house is full of them | She sets them each a little different so she can hear them chime | It sounds like a bell tower during a wedding in her house all day | When I visit I stop them or I'd never be able to sleep at night"
"1625","Chad was going down the stairs | Suddenly he fell | He fell down the stairs | His arms and legs hurt | He ended up going to the doctor","He fell down the stairs | Suddenly he fell | Chad was going down the stairs | He ended up going to the doctor | His arms and legs hurt","Chad was going down the stairs | Suddenly he fell | He fell down the stairs | His arms and legs hurt | He ended up going to the doctor"
"1626","Carol was shopping for new shoes | She found a beautiful red pair | She bought them at an expensive price | She went out on a date with them | She dropped a plate of spaghetti on them","Carol was shopping for new shoes | She went out on a date with them | She bought them at an expensive price | She dropped a plate of spaghetti on them | She found a beautiful red pair","Carol was shopping for new shoes | She found a beautiful red pair | She bought them at an expensive price | She went out on a date with them | She dropped a plate of spaghetti on them"
"1627","The Carter's went to the beach for every summer vacation | As the children got older, they lost interest in going to the beach | The family thought long and hard about what to do for vacation | They decided to go to a resort in Florida | The entire family had a good time vacationing in Florida","The family thought long and hard about what to do for vacation | The Carter's went to the beach for every summer vacation | The entire family had a good time vacationing in Florida | They decided to go to a resort in Florida | As the children got older, they lost interest in going to the beach","The family thought long and hard about what to do for vacation | The Carter's went to the beach for every summer vacation | As the children got older, they lost interest in going to the beach | They decided to go to a resort in Florida | The entire family had a good time vacationing in Florida"
"1628","One morning, Wendy woke up with a cold | Her throat was sore and her head hurt | She decided to spend the day taking care of herself | Wendy made herself chicken soup and a healthy fruit smoothie | The next morning, she felt much better","One morning, Wendy woke up with a cold | The next morning, she felt much better | She decided to spend the day taking care of herself | Her throat was sore and her head hurt | Wendy made herself chicken soup and a healthy fruit smoothie","One morning, Wendy woke up with a cold | Her throat was sore and her head hurt | She decided to spend the day taking care of herself | Wendy made herself chicken soup and a healthy fruit smoothie | The next morning, she felt much better"
"1629","A squire dreamed of being a knight | He worked hard as an apprentice | After many Years, the squire was tested on his skills | The squire passed the tests easily | The queen knighted him that very same day","The queen knighted him that very same day | A squire dreamed of being a knight | The squire passed the tests easily | He worked hard as an apprentice | After many Years, the squire was tested on his skills","A squire dreamed of being a knight | He worked hard as an apprentice | After many Years, the squire was tested on his skills | The squire passed the tests easily | The queen knighted him that very same day"
"1630","Gerold like to invent new things | He usually spent all his weekend in his garage inventing something | One day, he mixed the wrong ingredients together | The whole garage blew-up | Gerold died, but his invention was sought after by the government","One day, he mixed the wrong ingredients together | The whole garage blew-up | He usually spent all his weekend in his garage inventing something | Gerold died, but his invention was sought after by the government | Gerold like to invent new things","Gerold like to invent new things | He usually spent all his weekend in his garage inventing something | One day, he mixed the wrong ingredients together | The whole garage blew-up | Gerold died, but his invention was sought after by the government"
"1631","Christmas eve is an exciting time of the year | I love waiting, but also hate it | My parents usually give me a lot of cool gifts for Christmas | Last year my parents bought me an Apple Watch | Waiting for a gift makes the gift more exciting","Waiting for a gift makes the gift more exciting | My parents usually give me a lot of cool gifts for Christmas | I love waiting, but also hate it | Last year my parents bought me an Apple Watch | Christmas eve is an exciting time of the year","My parents usually give me a lot of cool gifts for Christmas | I love waiting, but also hate it | Waiting for a gift makes the gift more exciting | Christmas eve is an exciting time of the year | Last year my parents bought me an Apple Watch"
"1632","Mark wants to be able to do ten pull ups | Right now he can only do five | He wrote down a regimen and followed it | He started doing more and note pull ups | After a few months he was able to easily do ten pull ups","He started doing more and note pull ups | After a few months he was able to easily do ten pull ups | Mark wants to be able to do ten pull ups | He wrote down a regimen and followed it | Right now he can only do five","Right now he can only do five | He started doing more and note pull ups | Mark wants to be able to do ten pull ups | He wrote down a regimen and followed it | After a few months he was able to easily do ten pull ups"
"1633","Before the night ended, I had one more pizza delivery to make | I drove to the house of the person that ordered the food | When I was walking towards the front door, I tripped | Luckily, my but landed on the ground before my face | However, the pizza was ruined and I had to get a new one","Luckily, my but landed on the ground before my face | Before the night ended, I had one more pizza delivery to make | When I was walking towards the front door, I tripped | I drove to the house of the person that ordered the food | However, the pizza was ruined and I had to get a new one","I drove to the house of the person that ordered the food | When I was walking towards the front door, I tripped | Luckily, my but landed on the ground before my face | However, the pizza was ruined and I had to get a new one | Before the night ended, I had one more pizza delivery to make"
"1634","Jen had an older car | It burned a lot of oil | One day the check engine light flashed | She pulled over to check the oil | Jen's car had no oil","One day the check engine light flashed | She pulled over to check the oil | Jen had an older car | It burned a lot of oil | Jen's car had no oil","Jen had an older car | One day the check engine light flashed | She pulled over to check the oil | It burned a lot of oil | Jen's car had no oil"
"1635","The Goodwin family took a vacation to Point Reyes | They packed up all their things in the station wagon | Papa Goodwin filled the gas tank and Mama checked the map | The family drove for hours until they reached Point Reyes | Everyone enjoyed a fun vacation in the fog","Papa Goodwin filled the gas tank and Mama checked the map | They packed up all their things in the station wagon | The Goodwin family took a vacation to Point Reyes | The family drove for hours until they reached Point Reyes | Everyone enjoyed a fun vacation in the fog","The Goodwin family took a vacation to Point Reyes | They packed up all their things in the station wagon | Papa Goodwin filled the gas tank and Mama checked the map | The family drove for hours until they reached Point Reyes | Everyone enjoyed a fun vacation in the fog"
"1636","Daniel always wanted to shoot a gun | One day his friends took him to the shooting range | He didn't know much about them | He accidentally pointed one at a friend | It went off and shot the friend dead on the spot","It went off and shot the friend dead on the spot | One day his friends took him to the shooting range | Daniel always wanted to shoot a gun | He didn't know much about them | He accidentally pointed one at a friend","Daniel always wanted to shoot a gun | One day his friends took him to the shooting range | He didn't know much about them | He accidentally pointed one at a friend | It went off and shot the friend dead on the spot"
"1637","After months of building credit, Bob bought a new car | Bob was very proud of his new car | He loved to just go for a drive around town | One day, he was driving and got hit by another car | Luckily, he was not hurt, and his insurance paid for the repairs","After months of building credit, Bob bought a new car | He loved to just go for a drive around town | One day, he was driving and got hit by another car | Luckily, he was not hurt, and his insurance paid for the repairs | Bob was very proud of his new car","After months of building credit, Bob bought a new car | Bob was very proud of his new car | He loved to just go for a drive around town | One day, he was driving and got hit by another car | Luckily, he was not hurt, and his insurance paid for the repairs"
"1638","The Pazzles Pizza opened last week on fifth and broadway | The Pozzilli family worked hard to make the parlor a success | Shortly after opening, many of the diners got food poisoning | Turns out it was  bad batch of meat from the manufacturer | It took several months for the Pazzles to recover financially","Turns out it was  bad batch of meat from the manufacturer | The Pazzles Pizza opened last week on fifth and broadway | Shortly after opening, many of the diners got food poisoning | The Pozzilli family worked hard to make the parlor a success | It took several months for the Pazzles to recover financially","The Pazzles Pizza opened last week on fifth and broadway | Shortly after opening, many of the diners got food poisoning | Turns out it was  bad batch of meat from the manufacturer | The Pozzilli family worked hard to make the parlor a success | It took several months for the Pazzles to recover financially"
