"story_id","gold","shuffled","model_reordered"
"1659","I play 3 minute speed chess online | I am a 1200 to 1300 player | I was playing an 1100 player | My opponent kept winning | I reported him for using a computer and he was banned","I play 3 minute speed chess online | My opponent kept winning | I am a 1200 to 1300 player | I reported him for using a computer and he was banned | I was playing an 1100 player","I play 3 minute speed chess online | I am a 1200 to 1300 player | I was playing an 1100 player | My opponent kept winning | I reported him for using a computer and he was banned"
"1660","My cousin hosted a barbecue at her house | The family prepared food outside of the house | They were often disturbed by the flies | Ian took out a plate of food | When he left to go for a napkin, flies surrounded the food","When he left to go for a napkin, flies surrounded the food | The family prepared food outside of the house | Ian took out a plate of food | My cousin hosted a barbecue at her house | They were often disturbed by the flies","My cousin hosted a barbecue at her house | The family prepared food outside of the house | Ian took out a plate of food | They were often disturbed by the flies | When he left to go for a napkin, flies surrounded the food"
"1661","Ally needed to run into the grocery store | The only parking spaces were really far away | There was one handicapped space available | Ally parked in one of the handicapped space | Ally got a parking ticket","Ally got a parking ticket | Ally needed to run into the grocery store | The only parking spaces were really far away | Ally parked in one of the handicapped space | There was one handicapped space available","Ally needed to run into the grocery store | The only parking spaces were really far away | There was one handicapped space available | Ally parked in one of the handicapped space | Ally got a parking ticket"
"1662","Allie was staying after school | She ended up missing the first bus | She then got on the late bus | Unfortunately no one else was on it | Allie was then kind of scared","Allie was staying after school | Allie was then kind of scared | She ended up missing the first bus | She then got on the late bus | Unfortunately no one else was on it","Allie was staying after school | She ended up missing the first bus | She then got on the late bus | Unfortunately no one else was on it | Allie was then kind of scared"
"1663","Frank was headed home last night | He stopped when he saw a group of raccoons in the street | Being afraid of raccoons, he took a different route home | It took him ten extra minutes to get back | But at least he avoided the raccoons","Being afraid of raccoons, he took a different route home | But at least he avoided the raccoons | It took him ten extra minutes to get back | He stopped when he saw a group of raccoons in the street | Frank was headed home last night","Frank was headed home last night | He stopped when he saw a group of raccoons in the street | Being afraid of raccoons, he took a different route home | It took him ten extra minutes to get back | But at least he avoided the raccoons"
"1664","Kyle had a hobby of collecting bottles | There was one significant find he'd yet to obtain | A green glass bottle with the perfect width | He unexpectedly found it online for sale | Kyle could finally achieve his dream of a ship in a bottle","A green glass bottle with the perfect width | There was one significant find he'd yet to obtain | Kyle could finally achieve his dream of a ship in a bottle | He unexpectedly found it online for sale | Kyle had a hobby of collecting bottles","Kyle had a hobby of collecting bottles | There was one significant find he'd yet to obtain | He unexpectedly found it online for sale | A green glass bottle with the perfect width | Kyle could finally achieve his dream of a ship in a bottle"
"1665","We put our condo up for sale in 2013 | We had an open house | Several people attended | We got only one offer | It was lower than our asking price but we accepted it","Several people attended | We had an open house | We got only one offer | It was lower than our asking price but we accepted it | We put our condo up for sale in 2013","We put our condo up for sale in 2013 | We had an open house | Several people attended | We got only one offer | It was lower than our asking price but we accepted it"
"1666","Rob took his son fishing | The went out in the boat in the pond | Rob helped his son cast his line | The little boy threw out the line and felt a tug | He caught a five pound catfish!","Rob helped his son cast his line | He caught a five pound catfish! | The little boy threw out the line and felt a tug | The went out in the boat in the pond | Rob took his son fishing","Rob took his son fishing | The went out in the boat in the pond | Rob helped his son cast his line | The little boy threw out the line and felt a tug | He caught a five pound catfish!"
"1667","Katie had to go for her annual doctor's appointment | She drove down to her doctors office | The doctor ordered a blood test | Her doctor called her with results | Katie was informed her cholesterol was high","Her doctor called her with results | The doctor ordered a blood test | Katie was informed her cholesterol was high | Katie had to go for her annual doctor's appointment | She drove down to her doctors office","Katie had to go for her annual doctor's appointment | She drove down to her doctors office | The doctor ordered a blood test | Her doctor called her with results | Katie was informed her cholesterol was high"
"1668","My coworker Sheila was thin when she started in 1985 | She was attractive and dated several men | In 1990 she married and left our workplace | She came by to visit in 1995, 40 pounds heavier | Her old boyfriends were shocked","My coworker Sheila was thin when she started in 1985 | In 1990 she married and left our workplace | She came by to visit in 1995, 40 pounds heavier | She was attractive and dated several men | Her old boyfriends were shocked","My coworker Sheila was thin when she started in 1985 | She was attractive and dated several men | In 1990 she married and left our workplace | She came by to visit in 1995, 40 pounds heavier | Her old boyfriends were shocked"
"1669","A construction worker was assigned to paint lines in the parking lot | He started off normal but felt like being artistic | He drew a beautiful pattern that was very unlike a parking lot | He even signed his name at the bottom corner of the lot | People walked by and thought he was a performance artist","He started off normal but felt like being artistic | A construction worker was assigned to paint lines in the parking lot | He drew a beautiful pattern that was very unlike a parking lot | People walked by and thought he was a performance artist | He even signed his name at the bottom corner of the lot","A construction worker was assigned to paint lines in the parking lot | He started off normal but felt like being artistic | He drew a beautiful pattern that was very unlike a parking lot | People walked by and thought he was a performance artist | He even signed his name at the bottom corner of the lot"
"1670","Anna found a great table at a garage sale | But one of the legs was wobbly | It was slightly shorter than the other legs | Anna was able to secure an inch of wood to even out the legs | She was proud of her handy craftsmanship!","Anna was able to secure an inch of wood to even out the legs | She was proud of her handy craftsmanship! | Anna found a great table at a garage sale | But one of the legs was wobbly | It was slightly shorter than the other legs","Anna found a great table at a garage sale | But one of the legs was wobbly | It was slightly shorter than the other legs | Anna was able to secure an inch of wood to even out the legs | She was proud of her handy craftsmanship!"
"1671","Kelly and Pat were watching TV | Kelly started hiccuping | Pat told Kelly that swallowing a drink upside down got rid of hiccups | Kelly took a drink of water and swallowed it upside down | Kelly's hiccups went away","Kelly and Pat were watching TV | Kelly took a drink of water and swallowed it upside down | Kelly's hiccups went away | Pat told Kelly that swallowing a drink upside down got rid of hiccups | Kelly started hiccuping","Kelly and Pat were watching TV | Kelly started hiccuping | Pat told Kelly that swallowing a drink upside down got rid of hiccups | Kelly took a drink of water and swallowed it upside down | Kelly's hiccups went away"
"1672","Gina was walking along the road | A rock flew towards her when a car drove by | It hit her in the head | She fell to the ground and started crying | A stranger stopped to help her","Gina was walking along the road | A rock flew towards her when a car drove by | A stranger stopped to help her | She fell to the ground and started crying | It hit her in the head","Gina was walking along the road | A rock flew towards her when a car drove by | It hit her in the head | She fell to the ground and started crying | A stranger stopped to help her"
"1673","Mike's birthday is in two weeks | We are planning him a big party | We have sent invitations to all of his friends | Most have already replied they will be there | It will be the biggest party Mike has ever had","We are planning him a big party | Mike's birthday is in two weeks | It will be the biggest party Mike has ever had | We have sent invitations to all of his friends | Most have already replied they will be there","Mike's birthday is in two weeks | We are planning him a big party | It will be the biggest party Mike has ever had | We have sent invitations to all of his friends | Most have already replied they will be there"
"1674","Amber really wanted a puppy | She had never had a pet before | She begged her parents to get her one | Her parents refused | Finally her parents agreed to buy her one","Finally her parents agreed to buy her one | Amber really wanted a puppy | Her parents refused | She had never had a pet before | She begged her parents to get her one","Amber really wanted a puppy | She had never had a pet before | Her parents refused | She begged her parents to get her one | Finally her parents agreed to buy her one"
"1675","Cody smoked with his friends | His parents didn't know | Cody accidently left a lighter in his pockets | His mother found the lighter in his pocket doing the laundry | Cody was grounded for smoking","Cody was grounded for smoking | Cody smoked with his friends | His parents didn't know | Cody accidently left a lighter in his pockets | His mother found the lighter in his pocket doing the laundry","Cody smoked with his friends | His parents didn't know | Cody accidently left a lighter in his pockets | His mother found the lighter in his pocket doing the laundry | Cody was grounded for smoking"
"1676","Jack was attending the performance of a play in his small town | Jack's friend was the lead actor in the play | There was a party after the play for the performers | Jack's friend invited him to the party | Jack spent the night partying with the cast","Jack was attending the performance of a play in his small town | Jack's friend invited him to the party | Jack spent the night partying with the cast | There was a party after the play for the performers | Jack's friend was the lead actor in the play","Jack was attending the performance of a play in his small town | Jack's friend was the lead actor in the play | Jack's friend invited him to the party | There was a party after the play for the performers | Jack spent the night partying with the cast"
"1677","Alan was bringing his son to school | His son forgot to bring his backpack | Alan dropped his son off at school | He drove home to get the backpack | Alan returned to school with the backpack","Alan was bringing his son to school | He drove home to get the backpack | Alan dropped his son off at school | Alan returned to school with the backpack | His son forgot to bring his backpack","Alan was bringing his son to school | His son forgot to bring his backpack | He drove home to get the backpack | Alan returned to school with the backpack | Alan dropped his son off at school"
"1678","Louis was very concerned when his mother didn't show up for lunch | He waited and waited but no mom | Finally he called her | She asked where he was | She was waiting at a different restaurant!","She asked where he was | Louis was very concerned when his mother didn't show up for lunch | Finally he called her | She was waiting at a different restaurant! | He waited and waited but no mom","Louis was very concerned when his mother didn't show up for lunch | He waited and waited but no mom | Finally he called her | She was waiting at a different restaurant! | She asked where he was"
"1679","Marsha went to school every day to learn | She loved to go to school and see her friends | She got to go on a field trip with the school | She was happy her friends got to go with her | Marsha learned a lot by going on the field trip","She was happy her friends got to go with her | She got to go on a field trip with the school | Marsha went to school every day to learn | Marsha learned a lot by going on the field trip | She loved to go to school and see her friends","Marsha went to school every day to learn | She loved to go to school and see her friends | She got to go on a field trip with the school | She was happy her friends got to go with her | Marsha learned a lot by going on the field trip"
"1680","Bill was looking forward to a quiet weekend at home | His daughter called him from college to say her car was broke down | Bill sighed as he put his tools in the trunk of his car | He was going to spend his weekend traveling | Bill fixed her car but missed out on the quiet weekend","Bill was looking forward to a quiet weekend at home | Bill fixed her car but missed out on the quiet weekend | He was going to spend his weekend traveling | His daughter called him from college to say her car was broke down | Bill sighed as he put his tools in the trunk of his car","He was going to spend his weekend traveling | Bill was looking forward to a quiet weekend at home | His daughter called him from college to say her car was broke down | Bill sighed as he put his tools in the trunk of his car | Bill fixed her car but missed out on the quiet weekend"
"1681","Art has been smoking since he was 16 | Art is now 50 years old and has a bad cough | His first grandchild was born just a few days ago | Art was afraid he would not get to see his grandchild grow up | He decided right away to quit smoking for good","Art was afraid he would not get to see his grandchild grow up | He decided right away to quit smoking for good | Art has been smoking since he was 16 | Art is now 50 years old and has a bad cough | His first grandchild was born just a few days ago","Art has been smoking since he was 16 | Art is now 50 years old and has a bad cough | His first grandchild was born just a few days ago | Art was afraid he would not get to see his grandchild grow up | He decided right away to quit smoking for good"
"1682","There was a raffle at Amy's job | She won several entries, but expected nothing | When the names were called Amy was shocked to hear she won a laptop | When her boss saw her laughing he asked what was funny | She explained she never expected to win and bought a laptop a week ago","When her boss saw her laughing he asked what was funny | She won several entries, but expected nothing | There was a raffle at Amy's job | She explained she never expected to win and bought a laptop a week ago | When the names were called Amy was shocked to hear she won a laptop","There was a raffle at Amy's job | She won several entries, but expected nothing | When the names were called Amy was shocked to hear she won a laptop | When her boss saw her laughing he asked what was funny | She explained she never expected to win and bought a laptop a week ago"
"1683","I saved money for a playstation for months | I drove to the store and bought a playstation | I bought the playstation home and installed it | When I tried to turn it on, I noticed it was broken | I took the playstation back to the store and got a replacement","I saved money for a playstation for months | I took the playstation back to the store and got a replacement | I bought the playstation home and installed it | I drove to the store and bought a playstation | When I tried to turn it on, I noticed it was broken","I saved money for a playstation for months | I took the playstation back to the store and got a replacement | I bought the playstation home and installed it | I drove to the store and bought a playstation | When I tried to turn it on, I noticed it was broken"
"1684","Jim decided to be a rockstar | He went out and bought a guitar | Then he sat down to write a song | He couldn't play the guitar | Jim signed up for guitar lessons","He couldn't play the guitar | Then he sat down to write a song | He went out and bought a guitar | Jim signed up for guitar lessons | Jim decided to be a rockstar","Jim decided to be a rockstar | He couldn't play the guitar | He went out and bought a guitar | Jim signed up for guitar lessons | Then he sat down to write a song"
"1685","Kim and Beth wanted to see SNL while in NYC | They went online to get tickets but couldn't get any | Kim and Beth decided to wait in the standby line | The girls stood in the standby line for 3 hours | Finally they gave up and watched the show from their hotel","Kim and Beth decided to wait in the standby line | Kim and Beth wanted to see SNL while in NYC | Finally they gave up and watched the show from their hotel | The girls stood in the standby line for 3 hours | They went online to get tickets but couldn't get any","Kim and Beth wanted to see SNL while in NYC | They went online to get tickets but couldn't get any | Kim and Beth decided to wait in the standby line | The girls stood in the standby line for 3 hours | Finally they gave up and watched the show from their hotel"
"1686","Tom was drinking at a local bar | He figured he would just have a couple of beers | As time went by he kept saying he would have only one more | One more turned into half a dozen | Tim had to be carried to a taxi","Tim had to be carried to a taxi | He figured he would just have a couple of beers | One more turned into half a dozen | As time went by he kept saying he would have only one more | Tom was drinking at a local bar","Tom was drinking at a local bar | He figured he would just have a couple of beers | As time went by he kept saying he would have only one more | One more turned into half a dozen | Tim had to be carried to a taxi"
"1687","Sam walked into the kitchen | He noticed a toy figure on the counter | As soon as he touched it, all of the parts fell | His brother was extremely mad at me since it was for a project | At this moment, peter wasn't concerned about the figure anymore","He noticed a toy figure on the counter | Sam walked into the kitchen | At this moment, peter wasn't concerned about the figure anymore | As soon as he touched it, all of the parts fell | His brother was extremely mad at me since it was for a project","Sam walked into the kitchen | He noticed a toy figure on the counter | As soon as he touched it, all of the parts fell | At this moment, peter wasn't concerned about the figure anymore | His brother was extremely mad at me since it was for a project"
"1688","Carla was never interested in history | That changed when she entered Mr Madison's class | She slowly started wanting to learn more about history | She studied history in her college | She became a history teacher","She slowly started wanting to learn more about history | Carla was never interested in history | That changed when she entered Mr Madison's class | She studied history in her college | She became a history teacher","Carla was never interested in history | That changed when she entered Mr Madison's class | She slowly started wanting to learn more about history | She studied history in her college | She became a history teacher"
"1689","Maggie had been taken back to the pound by her previous owner | She is not a friendly cat | One day a man walked into the pound | It was love at first site | The man took her home and gave her a place to live","She is not a friendly cat | One day a man walked into the pound | The man took her home and gave her a place to live | Maggie had been taken back to the pound by her previous owner | It was love at first site","Maggie had been taken back to the pound by her previous owner | She is not a friendly cat | One day a man walked into the pound | It was love at first site | The man took her home and gave her a place to live"
"1690","My old car was not working anymore | I decided I would get a new one | I went to the dealership | I listened to the salesman's pitch | He helped me find the car or my dreams!","He helped me find the car or my dreams! | I listened to the salesman's pitch | I decided I would get a new one | My old car was not working anymore | I went to the dealership","He helped me find the car or my dreams! | I listened to the salesman's pitch | I decided I would get a new one | My old car was not working anymore | I went to the dealership"
"1691","Cleo went to the beach with her friends | She and her friends built a sand castle near the surf | They decorated it with feathers and shells they gathered | A large wave rolled in | Cleo, her friends and the sand castle were all knocked over","Cleo, her friends and the sand castle were all knocked over | She and her friends built a sand castle near the surf | Cleo went to the beach with her friends | They decorated it with feathers and shells they gathered | A large wave rolled in","Cleo went to the beach with her friends | She and her friends built a sand castle near the surf | They decorated it with feathers and shells they gathered | A large wave rolled in | Cleo, her friends and the sand castle were all knocked over"
"1692","Josie is a friend of mine from college | She was recently visiting my city | She called me to let me know and asked if we could get coffee | We met at a corner cafe near my house | It was great to catch up with my friend Josie","We met at a corner cafe near my house | It was great to catch up with my friend Josie | She called me to let me know and asked if we could get coffee | She was recently visiting my city | Josie is a friend of mine from college","Josie is a friend of mine from college | She was recently visiting my city | She called me to let me know and asked if we could get coffee | We met at a corner cafe near my house | It was great to catch up with my friend Josie"
"1693","Jack could not wait to see the moon tonight | He set up his telescope on the front porch | The sky began to get cloudy | It was difficult to see the moon for a few minutes | The sky soon cleared for Jack to enjoy the moon","It was difficult to see the moon for a few minutes | The sky soon cleared for Jack to enjoy the moon | Jack could not wait to see the moon tonight | He set up his telescope on the front porch | The sky began to get cloudy","Jack could not wait to see the moon tonight | He set up his telescope on the front porch | The sky began to get cloudy | It was difficult to see the moon for a few minutes | The sky soon cleared for Jack to enjoy the moon"
"1694","Lucy was waiting for a train | She had three heavy bags with her | Finally the train pulled into the station | A train attendant helped put her bags on the train | Lucy left the station aboard the train","She had three heavy bags with her | Lucy was waiting for a train | Finally the train pulled into the station | A train attendant helped put her bags on the train | Lucy left the station aboard the train","Lucy was waiting for a train | She had three heavy bags with her | Finally the train pulled into the station | A train attendant helped put her bags on the train | Lucy left the station aboard the train"
"1695","Carla tried to jog with her friend | Since her friend was anemic, she had trouble keeping up with Carla | After the second lap, she fell to the ground | Carla helped her do breathing exercises | Her friend eventually started to breathe normally","After the second lap, she fell to the ground | Since her friend was anemic, she had trouble keeping up with Carla | Carla tried to jog with her friend | Carla helped her do breathing exercises | Her friend eventually started to breathe normally","Carla tried to jog with her friend | Since her friend was anemic, she had trouble keeping up with Carla | After the second lap, she fell to the ground | Carla helped her do breathing exercises | Her friend eventually started to breathe normally"
"1696","Dick was a very silent man | He was at work one day minding his business | A co worker decided to plan a prank on Dick | They spiked his Coffee with laxatives | Dick lost all control of his bowel movements and rushed to the bathroom","They spiked his Coffee with laxatives | He was at work one day minding his business | Dick lost all control of his bowel movements and rushed to the bathroom | Dick was a very silent man | A co worker decided to plan a prank on Dick","Dick was a very silent man | A co worker decided to plan a prank on Dick | He was at work one day minding his business | They spiked his Coffee with laxatives | Dick lost all control of his bowel movements and rushed to the bathroom"
"1697","Paul goes to church every Sunday morning | On one particular Sunday, Paul was feeling very ill | He was determined to go to church anyway | Paul got out of bed and made it to church | After coming home Paul was tired but satisfied","Paul goes to church every Sunday morning | After coming home Paul was tired but satisfied | He was determined to go to church anyway | On one particular Sunday, Paul was feeling very ill | Paul got out of bed and made it to church","Paul goes to church every Sunday morning | On one particular Sunday, Paul was feeling very ill | He was determined to go to church anyway | Paul got out of bed and made it to church | After coming home Paul was tired but satisfied"
"1698","Gina's brother hid his rap music from their mom | But now Gina couldn't listen either | One day when he was gone she searched till she found them | She took them to their mom | Gina decided if she couldn't listen, neither would he","Gina decided if she couldn't listen, neither would he | Gina's brother hid his rap music from their mom | But now Gina couldn't listen either | She took them to their mom | One day when he was gone she searched till she found them","Gina's brother hid his rap music from their mom | One day when he was gone she searched till she found them | She took them to their mom | Gina decided if she couldn't listen, neither would he | But now Gina couldn't listen either"
"1699","Fernando was known for his nickname, shorty | He got it by being very short | He used it everywhere, even for job interviews | He never got a job with it | So he decided to stop using it","Fernando was known for his nickname, shorty | He never got a job with it | He got it by being very short | So he decided to stop using it | He used it everywhere, even for job interviews","He got it by being very short | Fernando was known for his nickname, shorty | He used it everywhere, even for job interviews | He never got a job with it | So he decided to stop using it"
"1700","I eat a lot of snacks | Sometimes I eat snacks for my meals | This time was no different | I decided to bring carrots | My high school kids still wanted my food","This time was no different | Sometimes I eat snacks for my meals | My high school kids still wanted my food | I eat a lot of snacks | I decided to bring carrots","I eat a lot of snacks | Sometimes I eat snacks for my meals | This time was no different | My high school kids still wanted my food | I decided to bring carrots"
"1701","Doug moved his piece into check | Greg informed Doug of his mistake | Doug took the move back | Doug could not find any other good moves | Doug conceded the game to Greg","Doug took the move back | Doug moved his piece into check | Greg informed Doug of his mistake | Doug conceded the game to Greg | Doug could not find any other good moves","Doug moved his piece into check | Greg informed Doug of his mistake | Doug took the move back | Doug could not find any other good moves | Doug conceded the game to Greg"
"1702","Sue had a bad habit | She chewed her nails | She could not stop | He dad said to picture all the germs that went into her mouth | Once she did that she never chewed her nails again","She chewed her nails | She could not stop | Sue had a bad habit | Once she did that she never chewed her nails again | He dad said to picture all the germs that went into her mouth","Sue had a bad habit | She chewed her nails | She could not stop | He dad said to picture all the germs that went into her mouth | Once she did that she never chewed her nails again"
"1703","Amy was having a baby | She was really weird | Her baby popped out and flew across the room | It hit the doctor square in the mouth, busting two teeth | The doctor had to make an emergency dental appointment","Amy was having a baby | Her baby popped out and flew across the room | It hit the doctor square in the mouth, busting two teeth | The doctor had to make an emergency dental appointment | She was really weird","Amy was having a baby | Her baby popped out and flew across the room | It hit the doctor square in the mouth, busting two teeth | The doctor had to make an emergency dental appointment | She was really weird"
"1704","Bob wanted to smoke a cigarette | However, he forgot his lighter | He went to his friend and asked for one | His friend said he doesn't have one | Bob knows his friend has one however","His friend said he doesn't have one | However, he forgot his lighter | Bob wanted to smoke a cigarette | He went to his friend and asked for one | Bob knows his friend has one however","Bob wanted to smoke a cigarette | However, he forgot his lighter | Bob knows his friend has one however | He went to his friend and asked for one | His friend said he doesn't have one"
"1705","Rosie was trying to lose weight before her high school reunion | She was laid off at work one day, totally out of the blue | When she got home, she ate an entire cake and a pint of ice cream | She cried in the mirror, realizing her new dress wouldn't fit | She began her diet again, but decided to skip the reunion","She cried in the mirror, realizing her new dress wouldn't fit | When she got home, she ate an entire cake and a pint of ice cream | She was laid off at work one day, totally out of the blue | She began her diet again, but decided to skip the reunion | Rosie was trying to lose weight before her high school reunion","Rosie was trying to lose weight before her high school reunion | She was laid off at work one day, totally out of the blue | When she got home, she ate an entire cake and a pint of ice cream | She began her diet again, but decided to skip the reunion | She cried in the mirror, realizing her new dress wouldn't fit"
"1706","Jared was a huge muscle car fanatic | He had always dreamed of owning a 1970 GTO | On his sixteenth birthday his parents told him to go outside | Jared couldn't breathe, he couldn't believe what he saw | It was a perfect 1970 GTO just like Jared dreamed of","Jared was a huge muscle car fanatic | It was a perfect 1970 GTO just like Jared dreamed of | On his sixteenth birthday his parents told him to go outside | He had always dreamed of owning a 1970 GTO | Jared couldn't breathe, he couldn't believe what he saw","Jared was a huge muscle car fanatic | He had always dreamed of owning a 1970 GTO | On his sixteenth birthday his parents told him to go outside | It was a perfect 1970 GTO just like Jared dreamed of | Jared couldn't breathe, he couldn't believe what he saw"
"1707","The blacksmith took the glowing metal out of the fire | He held it with his pliers and placed it on the anvil | The hammer blows rang through his shop | The metal took the form he wanted | He plunged the form I you a bucket of water with a satisfying hiss","The metal took the form he wanted | The hammer blows rang through his shop | The blacksmith took the glowing metal out of the fire | He held it with his pliers and placed it on the anvil | He plunged the form I you a bucket of water with a satisfying hiss","The blacksmith took the glowing metal out of the fire | He held it with his pliers and placed it on the anvil | The hammer blows rang through his shop | The metal took the form he wanted | He plunged the form I you a bucket of water with a satisfying hiss"
"1708","Jose loved to read under a maple tree in his yard | One day, a very bad storm hit Jose's town | The maple tree in the yard fell over from the storm's wind | Jose was sad he lost his favorite place to read | Seeing Jose's sadness, his mother helped him plant a new maple tree","Jose loved to read under a maple tree in his yard | One day, a very bad storm hit Jose's town | Seeing Jose's sadness, his mother helped him plant a new maple tree | The maple tree in the yard fell over from the storm's wind | Jose was sad he lost his favorite place to read","Jose loved to read under a maple tree in his yard | One day, a very bad storm hit Jose's town | Seeing Jose's sadness, his mother helped him plant a new maple tree | The maple tree in the yard fell over from the storm's wind | Jose was sad he lost his favorite place to read"
"1709","Ben wore the colors of the Confederate Army | In one battle, a cannon blew off his leg | He screamed and he yelled, because the pain was intense | A doctor sawed off his mangled limb and bandaged his stump | He was sent back to the front with a wooden prosthesis","He was sent back to the front with a wooden prosthesis | In one battle, a cannon blew off his leg | A doctor sawed off his mangled limb and bandaged his stump | He screamed and he yelled, because the pain was intense | Ben wore the colors of the Confederate Army","Ben wore the colors of the Confederate Army | In one battle, a cannon blew off his leg | A doctor sawed off his mangled limb and bandaged his stump | He screamed and he yelled, because the pain was intense | He was sent back to the front with a wooden prosthesis"
"1710","A group of thieves broke into the house | They aimed a gun at the family in order to keep them still | One of the thieves approached the kitchen | He took several supplies, including a purpose | When he ran out, the rest of the thieves followed him","They aimed a gun at the family in order to keep them still | One of the thieves approached the kitchen | A group of thieves broke into the house | When he ran out, the rest of the thieves followed him | He took several supplies, including a purpose","A group of thieves broke into the house | They aimed a gun at the family in order to keep them still | One of the thieves approached the kitchen | He took several supplies, including a purpose | When he ran out, the rest of the thieves followed him"
"1711","Twenty men sat in a sauna | It was very hot and they were all sweating | Jim stood up and asked why they were there | Mark just shrugged and told him to put his towel back on | Jim just shook his head and walked out","Jim just shook his head and walked out | Jim stood up and asked why they were there | Mark just shrugged and told him to put his towel back on | It was very hot and they were all sweating | Twenty men sat in a sauna","Twenty men sat in a sauna | It was very hot and they were all sweating | Jim stood up and asked why they were there | Mark just shrugged and told him to put his towel back on | Jim just shook his head and walked out"
"1712","Limbo Jackson was an entertainer | He had insurance on his voice | One day he had a sore throat | His voice changed forever | Now he's poor","Now he's poor | He had insurance on his voice | One day he had a sore throat | Limbo Jackson was an entertainer | His voice changed forever","Limbo Jackson was an entertainer | He had insurance on his voice | One day he had a sore throat | His voice changed forever | Now he's poor"
"1713","Tim got his chemistry book out and started studying for a test | He studied the first five chapters and took a break | After the break, he studied the last five chapters | He wrote down all the main points | He closed his book and went home","After the break, he studied the last five chapters | Tim got his chemistry book out and started studying for a test | He closed his book and went home | He studied the first five chapters and took a break | He wrote down all the main points","Tim got his chemistry book out and started studying for a test | He studied the first five chapters and took a break | After the break, he studied the last five chapters | He wrote down all the main points | He closed his book and went home"
"1714","Amy was going to the Minnesota State Fair | She had been waiting all year for the 2 weeks the fair is in town | She drove to the park and ride station | An angry man informed Amy the bus was broken | Amy returned home rather than wait 2 hours for a new bus","An angry man informed Amy the bus was broken | She drove to the park and ride station | She had been waiting all year for the 2 weeks the fair is in town | Amy returned home rather than wait 2 hours for a new bus | Amy was going to the Minnesota State Fair","She had been waiting all year for the 2 weeks the fair is in town | Amy was going to the Minnesota State Fair | She drove to the park and ride station | An angry man informed Amy the bus was broken | Amy returned home rather than wait 2 hours for a new bus"
"1715","Kate and her friend were at the food court at the mall | This was the first time she was able to choose her own meal | There were so many places to choose from | She hadn't realized how hard it was to choose just one place | In the end she got a sub and decided to get a burger to go","In the end she got a sub and decided to get a burger to go | This was the first time she was able to choose her own meal | She hadn't realized how hard it was to choose just one place | There were so many places to choose from | Kate and her friend were at the food court at the mall","Kate and her friend were at the food court at the mall | There were so many places to choose from | She hadn't realized how hard it was to choose just one place | This was the first time she was able to choose her own meal | In the end she got a sub and decided to get a burger to go"
"1716","Ben had to wait a half an hour to get inside of his school | The traffic continued until he arrived to the parking lot | Although most of his class ended, he still went | The teacher looked at him with a strange expression | He simply ignored her","Ben had to wait a half an hour to get inside of his school | Although most of his class ended, he still went | The traffic continued until he arrived to the parking lot | The teacher looked at him with a strange expression | He simply ignored her","The traffic continued until he arrived to the parking lot | Ben had to wait a half an hour to get inside of his school | The teacher looked at him with a strange expression | He simply ignored her | Although most of his class ended, he still went"
"1717","My mom reminded me to take out the trash tonight | Since I was studying late at night, I forgot | The next day, the garbage truck rode across the neighborhood | It passed my house since the trash cans were not out | My mom was mad when I told her that I forgot","Since I was studying late at night, I forgot | My mom was mad when I told her that I forgot | It passed my house since the trash cans were not out | The next day, the garbage truck rode across the neighborhood | My mom reminded me to take out the trash tonight","My mom reminded me to take out the trash tonight | Since I was studying late at night, I forgot | The next day, the garbage truck rode across the neighborhood | It passed my house since the trash cans were not out | My mom was mad when I told her that I forgot"
"1718","George wanted to play a video game | His mom informed him that he needed to do his chores | George cleaned his bedroom | George did the dishes | George was able to play his video game","George did the dishes | George wanted to play a video game | George was able to play his video game | His mom informed him that he needed to do his chores | George cleaned his bedroom","George wanted to play a video game | His mom informed him that he needed to do his chores | George did the dishes | George cleaned his bedroom | George was able to play his video game"
"1719","Sally rode her bike to school | She was 10 minutes away when it started to rain | Sally stopped under some cover until the rain stopped | She left again as soon as it did | Sally was late for school, but mostly dry","She left again as soon as it did | Sally rode her bike to school | Sally was late for school, but mostly dry | Sally stopped under some cover until the rain stopped | She was 10 minutes away when it started to rain","Sally rode her bike to school | She was 10 minutes away when it started to rain | Sally stopped under some cover until the rain stopped | She left again as soon as it did | Sally was late for school, but mostly dry"
"1720","I left early this morning to get my dog's pill | I got to the vet's office before they opened | I waited in the parking lot for them to unlock the door | I went inside and paid for a heartworm pill | I took her for ice cream on the way home","I took her for ice cream on the way home | I went inside and paid for a heartworm pill | I left early this morning to get my dog's pill | I got to the vet's office before they opened | I waited in the parking lot for them to unlock the door","I left early this morning to get my dog's pill | I got to the vet's office before they opened | I waited in the parking lot for them to unlock the door | I went inside and paid for a heartworm pill | I took her for ice cream on the way home"
"1721","When I was seven Years old my dad went on an errand | He claimed he was just going to the store for some groceries | I fell asleep before he got back | The next morning I realized he still wasn't back | My mom and I never really talked about it after that","When I was seven Years old my dad went on an errand | He claimed he was just going to the store for some groceries | My mom and I never really talked about it after that | The next morning I realized he still wasn't back | I fell asleep before he got back","When I was seven Years old my dad went on an errand | He claimed he was just going to the store for some groceries | I fell asleep before he got back | The next morning I realized he still wasn't back | My mom and I never really talked about it after that"
