original_story,reordered_story
The boy went to a video arcade | He played his favorite machine | His games didn't go very well | He told the owner about his experience | The owner explained that he had made the game settings harder,The boy went to a video arcade | He played his favorite machine | His games didn't go very well | He told the owner about his experience | The owner explained that he had made the game settings harder
My college friend and I went to lunch one day | We went to a Japanese restaurant | She saw some tea and poured it into the rice | She thought it was a sauce | We ordered another dish,My college friend and I went to lunch one day | We went to a Japanese restaurant | She saw some tea and poured it into the rice | She thought it was a sauce | We ordered another dish
Tom was driving home from work | He was stuck in traffic | It was especially bad at that time | Tom used it to listen to music and try to relax | It was too frustrating to work,It was too frustrating to work | Tom was driving home from work | It was especially bad at that time | He was stuck in traffic | Tom used it to listen to music and try to relax
Tim was driving home from studying | He was passing a stop light | A car took a red light and plowed into him | Tim was instantly knocked out | He woke up three days later in the hospital,Tim was driving home from studying | He was passing a stop light | A car took a red light and plowed into him | Tim was instantly knocked out | He woke up three days later in the hospital
The man put a plastic cover on his new couch | The cover kept the couch clean | Guests did not sit on the couch | One of the guests complained about the plastic | The man took the plastic cover off his couch,The man put a plastic cover on his new couch | The cover kept the couch clean | One of the guests complained about the plastic | Guests did not sit on the couch | The man took the plastic cover off his couch
Blake wanted to try out for the football team | He practiced all summer and lifted weights as well | When fall came he tried out for the team | Blake ended up making the team as a starter | Blake was happy that his hard work paid off,Blake wanted to try out for the football team | He practiced all summer and lifted weights as well | When fall came he tried out for the team | Blake ended up making the team as a starter | Blake was happy that his hard work paid off
"Elle could not find a single sock in her room | She kept them in a basket by her bed | She looked high and low for them, but no socks | A few days later she picked up the blanket her dog slept on | He had hidden all her socks under it!","She kept them in a basket by her bed | He had hidden all her socks under it! | Elle could not find a single sock in her room | She looked high and low for them, but no socks | A few days later she picked up the blanket her dog slept on"
"Every time Jill's mother comes to visit she criticizes everything | As soon as she walks in the door she criticized Jill's housekeeping | Then she criticizes Jill' cooking, and anything else she can think of | The next morning when her mother comes downstairs Jill is gone | There is a note on the table telling her mother to find a hotel","There is a note on the table telling her mother to find a hotel | Every time Jill's mother comes to visit she criticizes everything | As soon as she walks in the door she criticized Jill's housekeeping | Then she criticizes Jill' cooking, and anything else she can think of | The next morning when her mother comes downstairs Jill is gone"
Jamie had been writing all day | She was writing an important paper for history class | She turned it in and felt anxious | She couldn't wait to see her grade | She knew she had done a bad job on it,Jamie had been writing all day | She was writing an important paper for history class | She couldn't wait to see her grade | She turned it in and felt anxious | She knew she had done a bad job on it
Madison's mom bought a special dessert for her at the store to make | Madison was very excited to put this dessert together | She carefully placed whipped cream and strawberries on top of cake | Little sister went by and accidentally knocked it to the floor | Madison remembered it was just an accident and started laughing,Madison's mom bought a special dessert for her at the store to make | Madison was very excited to put this dessert together | Little sister went by and accidentally knocked it to the floor | Madison remembered it was just an accident and started laughing | She carefully placed whipped cream and strawberries on top of cake
Sarah got a new car for her birthday | She was so excited to see the red car in the driveway | She got into her car and took it for a ride | She had never driven a car that was so smooth before | Sarah was so excited to have her new car,Sarah got a new car for her birthday | Sarah was so excited to have her new car | She was so excited to see the red car in the driveway | She got into her car and took it for a ride | She had never driven a car that was so smooth before
"Brittany was home alone late one night, watching a movie | Suddenly she heard a knock on the door, and saw the doorknob move | Brittany was scared and ran upstairs, locking herself in her room | She heard the intruder walk around her house and called the police | The police arrived and found the intruder had stolen the television","Brittany was home alone late one night, watching a movie | She heard the intruder walk around her house and called the police | Brittany was scared and ran upstairs, locking herself in her room | Suddenly she heard a knock on the door, and saw the doorknob move | The police arrived and found the intruder had stolen the television"
"Bill bought new overalls | He wore them to school | Sam pushed him in the mud | Bill cried because his overalls were ruined | However, his mother washed them and they came out very clean","He wore them to school | Sam pushed him in the mud | Bill cried because his overalls were ruined | However, his mother washed them and they came out very clean | Bill bought new overalls"
Kate wanted mashed potatoes for dinner | They sold them at the luxury grocery store near her home | She pulled into a park and got out of her car | She was so hungry she wanted to run to the store | It took all her concentration to walk instead of run,Kate wanted mashed potatoes for dinner | They sold them at the luxury grocery store near her home | She was so hungry she wanted to run to the store | She pulled into a park and got out of her car | It took all her concentration to walk instead of run
"The spider crawled up the wall | The woman screamed when she saw it | SHe asked her husband to smash it | He tried, but the spider jumped at him | The man cried and ran away","The spider crawled up the wall | The woman screamed when she saw it | The man cried and ran away | SHe asked her husband to smash it | He tried, but the spider jumped at him"
"We were visiting our daughter in NYC last month | She offered us a cup of coffee | We waited for the coffee for ten minutes | She said she grinds the beans, boils the water, and steeps the coffee | I said I just push the button on a Keurig","We were visiting our daughter in NYC last month | She offered us a cup of coffee | She said she grinds the beans, boils the water, and steeps the coffee | We waited for the coffee for ten minutes | I said I just push the button on a Keurig"
Ricky wanted to take the GED test | He thought he was pretty smart | But then he tried a practice GED and he failed it | Ricky was very surprised | He realized he had a lot of studying to do!,He thought he was pretty smart | Ricky wanted to take the GED test | But then he tried a practice GED and he failed it | He realized he had a lot of studying to do! | Ricky was very surprised
Mitch went to the art gallery to look at a friend's artwork | When he arrived he noticed the friend wasn't there | He waited for three hours and his friend never showed up | Mitch decided to call his friend and find out what happened | Mitch's friend was at another art gallery and they both laughed,Mitch went to the art gallery to look at a friend's artwork | When he arrived he noticed the friend wasn't there | He waited for three hours and his friend never showed up | Mitch decided to call his friend and find out what happened | Mitch's friend was at another art gallery and they both laughed
"Tom had terrible writing | His cursive, however, was exquisite | Tom decided to only write in cursive | Tom wrote beautifully from then on | Many people complimented him on his cursive","Tom had terrible writing | His cursive, however, was exquisite | Many people complimented him on his cursive | Tom decided to only write in cursive | Tom wrote beautifully from then on"
"Kathy was talking on the phone when she slipped on a patch of ice | Her phone flew out of her hand | It fell in, what seemed like, slow motion | She tried her very best to catch it | However, they both ended up on the ground with a few bumps","Kathy was talking on the phone when she slipped on a patch of ice | It fell in, what seemed like, slow motion | She tried her very best to catch it | Her phone flew out of her hand | However, they both ended up on the ground with a few bumps"
The telephone rang in the living room | Larry answered the phone and began speaking | Larry was talking to his father | Larry's father needed help fixing his car | Larry hung up the phone to go and help,Larry was talking to his father | The telephone rang in the living room | Larry answered the phone and began speaking | Larry's father needed help fixing his car | Larry hung up the phone to go and help
Suzy is seeing a movie | She is getting popcorn for herself | She pays for the popcorn and heads back to her seat | As she is walking someone pushes her down | Suzy gets up and pushes back and gets into a fight at the movies,Suzy is seeing a movie | She is getting popcorn for herself | She pays for the popcorn and heads back to her seat | As she is walking someone pushes her down | Suzy gets up and pushes back and gets into a fight at the movies
"My FB friend posted a sad message | She said she had lost her phone and was praying to Saint Anthony | She asked her FB friends to do the same | Luckily, she found her phone | She thanked the Saint on FB","My FB friend posted a sad message | She said she had lost her phone and was praying to Saint Anthony | Luckily, she found her phone | She thanked the Saint on FB | She asked her FB friends to do the same"
"George received a brand new cellphone at his birthday party | He also received a fancy cell phone case from another friend | George thought he was careful and didn't need a phone case | He bragged at his party about how cases were a waste of money | As he was speaking, he dropped the phone and shattered the screen","He bragged at his party about how cases were a waste of money | As he was speaking, he dropped the phone and shattered the screen | George received a brand new cellphone at his birthday party | George thought he was careful and didn't need a phone case | He also received a fancy cell phone case from another friend"
"Mary was born blind in one eye | At age 14, doctors said could give her blind eye sight | They had a matching tissue donation for Mary's eye | The operation, understandably, terrified her | But waking to depth perception was the best feeling of her life!","Mary was born blind in one eye | At age 14, doctors said could give her blind eye sight | They had a matching tissue donation for Mary's eye | The operation, understandably, terrified her | But waking to depth perception was the best feeling of her life!"
Eve didn't like Ruth | Every day she picked on Ruth | Eve tripped Ruth as she walked through the classroom one day | The teacher saw Eve and sent her to the office | Eve got detention for two days,Eve didn't like Ruth | Every day she picked on Ruth | Eve tripped Ruth as she walked through the classroom one day | The teacher saw Eve and sent her to the office | Eve got detention for two days
"Ian was trying to walk through a thunderstorm | His umbrella was protecting him from the rain shower | However, the winds folded the umbrella and ended up breaking it | Not only did Ian fall, but he landed in a puddle | All of his clothing was soaked","Ian was trying to walk through a thunderstorm | His umbrella was protecting him from the rain shower | Not only did Ian fall, but he landed in a puddle | All of his clothing was soaked | However, the winds folded the umbrella and ended up breaking it"
"Rachel wanted to get into better shape | She decided to try boxing because it looked like fun | She practiced hitting the punching bag and decided to try sparring | The first time she sparred with a friend, she broke her nose | She took a break from boxing after that","Rachel wanted to get into better shape | She decided to try boxing because it looked like fun | She practiced hitting the punching bag and decided to try sparring | The first time she sparred with a friend, she broke her nose | She took a break from boxing after that"
Sara was upset that her family could not eat at her small table | She searched stores but could not find one she could afford | Sarah then went to the hardware store and purchased supplies | Upon returning home she turned the supplies into her dream table | Sara was proud when her family gathered around her table,She searched stores but could not find one she could afford | Sarah then went to the hardware store and purchased supplies | Upon returning home she turned the supplies into her dream table | Sara was upset that her family could not eat at her small table | Sara was proud when her family gathered around her table
One evening while out at the bar | Rodney has a few drinks and some nuts with his friends | When Rodney was getting up to leave some man calls him names | Rodney asks the man what his problem was | The man told him Rodney was the problem and they began to fight,One evening while out at the bar | Rodney has a few drinks and some nuts with his friends | When Rodney was getting up to leave some man calls him names | Rodney asks the man what his problem was | The man told him Rodney was the problem and they began to fight
I went to a barbecue restaurant with my friends | The waitress asked us our names | We told them incorrect names | It was confusing | We used each other's names,I went to a barbecue restaurant with my friends | The waitress asked us our names | We told them incorrect names | We used each other's names | It was confusing
Fernando noticed his boots were getting old | He decided to buy a new pair | Fernando found a great pair of new boots | He loved them | Fernando was happy he no longer had old boots,Fernando noticed his boots were getting old | He decided to buy a new pair | Fernando found a great pair of new boots | Fernando was happy he no longer had old boots | He loved them
"My son in law's aunt, Sally was recently evicted | She had not paid her rent in a year | Sally and her adult son moved in with her mother | Sally's sister, who owns the apartment, was not pleased | She asked Sally to move out by the end of the month","She had not paid her rent in a year | Sally's sister, who owns the apartment, was not pleased | My son in law's aunt, Sally was recently evicted | Sally and her adult son moved in with her mother | She asked Sally to move out by the end of the month"
Justin's cell phone was stolen | He had a tracking app on it | Justin checked to see where it was on a laptop | He was able to pinpoint it to his own house | Justin had merely lost his phone and felt silly,Justin had merely lost his phone and felt silly | He had a tracking app on it | Justin checked to see where it was on a laptop | He was able to pinpoint it to his own house | Justin's cell phone was stolen
"A couple hid Easter Eggs around the house for their kids to find | They came up with some very clever hiding spots | On Easter morning, their kids had fun trying to find them all | Unknown to anyone, the kids missed one hidden behind a radiator | When winter came and the heat came on, the stench was terrible","A couple hid Easter Eggs around the house for their kids to find | They came up with some very clever hiding spots | On Easter morning, their kids had fun trying to find them all | Unknown to anyone, the kids missed one hidden behind a radiator | When winter came and the heat came on, the stench was terrible"
"I had a chipped tooth, so went to the dentist | He examined it and pulled the chip out | Now I have to get a root canal | I called every Dentist in town | Finally, I contact the University, and they will do the work","I called every Dentist in town | I had a chipped tooth, so went to the dentist | He examined it and pulled the chip out | Now I have to get a root canal | Finally, I contact the University, and they will do the work"
Susie went to order some pizza | She was excited to try it | She thought it would be good | Unfortunately it was not | It was highly over cooked,Susie went to order some pizza | She was excited to try it | She thought it would be good | It was highly over cooked | Unfortunately it was not
Kelly was scheduled to be ordained as a priest the night before | He was absent and some believed he had second thoughts about it | He was indeed having second thoughts and decided to party instead | He lived his life sinful without a care in the world | A total opposite transformation to what Kelly was suppose to be,He lived his life sinful without a care in the world | Kelly was scheduled to be ordained as a priest the night before | He was absent and some believed he had second thoughts about it | He was indeed having second thoughts and decided to party instead | A total opposite transformation to what Kelly was suppose to be
Jane cut her own hair yesterday | I was so upset at her | She took the scissors right to her bangs | She made such a mess of it | I have no idea how we are going to fix it,She took the scissors right to her bangs | Jane cut her own hair yesterday | She made such a mess of it | I was so upset at her | I have no idea how we are going to fix it
Colleen signed up for surfing lessons | There were a lot of people at her first lesson | She recognized her neighbor just a few feet away from her | Colleen and her neighbor became close | They often surfed the waves together at the beach,Colleen signed up for surfing lessons | There were a lot of people at her first lesson | She recognized her neighbor just a few feet away from her | Colleen and her neighbor became close | They often surfed the waves together at the beach
"Molly was a little girl who thought wearing glasses was cool | She begged her parents to let her wear glasses | Finally, they took her to the eye doctor to test out her vision | It turned out that Molly actually did need glasses | She picked out the craziest pair, wearing them with pride","Molly was a little girl who thought wearing glasses was cool | She begged her parents to let her wear glasses | She picked out the craziest pair, wearing them with pride | Finally, they took her to the eye doctor to test out her vision | It turned out that Molly actually did need glasses"
John is the VP of a football team | He brought in the best players | He brought in the best coaches | The team wins many championship | John built a winner,John is the VP of a football team | He brought in the best coaches | He brought in the best players | John built a winner | The team wins many championship
Sara worked at a jewelry store | She got a commission on every sale she made | One day a gentleman came in to buy his wife a nice ring | The man purchased an expensive anniversary ring from Sara | She made a lot of commission off the sale,Sara worked at a jewelry store | One day a gentleman came in to buy his wife a nice ring | The man purchased an expensive anniversary ring from Sara | She got a commission on every sale she made | She made a lot of commission off the sale
"Kelly was a very outgoing person | She then moved to a new area | She was very unfamiliar with this area and this made her nervous | She tried really hard to make new friends | Eventually, she met a new group of people and moved on with her life","Kelly was a very outgoing person | She was very unfamiliar with this area and this made her nervous | She tried really hard to make new friends | Eventually, she met a new group of people and moved on with her life | She then moved to a new area"
"Today I woke up to an email | It said I would receive a package | I waited and waited all day | Finally 7 pm arrived and I went to the mailbox | There was no mail there, I waited for nothing","Today I woke up to an email | It said I would receive a package | I waited and waited all day | Finally 7 pm arrived and I went to the mailbox | There was no mail there, I waited for nothing"
"Oliver and Graham were in the car with their parents | They were going to watch a movie | Both boys wanted to watch different movies | Soon, they started to argue with each other | Finally, their parents picked a movie for them","Oliver and Graham were in the car with their parents | Both boys wanted to watch different movies | They were going to watch a movie | Soon, they started to argue with each other | Finally, their parents picked a movie for them"
Carlie bought sparklers from a fireworks tent on the Fourth of July | She waited until it was dark outside | Carlie went outside in her driveway | She lit a sparkler | Carlie twirled around making designs with the sparkler,Carlie bought sparklers from a fireworks tent on the Fourth of July | She waited until it was dark outside | Carlie went outside in her driveway | She lit a sparkler | Carlie twirled around making designs with the sparkler
I told Mark I would take him to feed the ducks | He put on his shoes and grabbed his jacket | We walked to the park with some bread for the ducks | Mark thought it was weird that ducks eat bread | Mark has been telling everyone how much ducks love bread,Mark has been telling everyone how much ducks love bread | I told Mark I would take him to feed the ducks | He put on his shoes and grabbed his jacket | We walked to the park with some bread for the ducks | Mark thought it was weird that ducks eat bread
Bill decided to enter a woodworking contest at his school | He decided he would sculpt up a piece of wood to look like his school | It took him 6 long months but he finally finished it | He ended up blowing the competition out of the water | He won first place and received a tuition as a reward,Bill decided to enter a woodworking contest at his school | He decided he would sculpt up a piece of wood to look like his school | It took him 6 long months but he finally finished it | He ended up blowing the competition out of the water | He won first place and received a tuition as a reward
Herbert always kept quite at the meetings | In the meeting on Friday Herbert spoke up | His boss commended Herbert on the input | Herbert became more involved in meetings | His boss gave him more responsibility as a result,Herbert always kept quite at the meetings | In the meeting on Friday Herbert spoke up | Herbert became more involved in meetings | His boss commended Herbert on the input | His boss gave him more responsibility as a result
Allie was getting engaged | She told all her friends | They were not happy for her | Allie was so disappointed | She then realized maybe they were not true friends,Allie was getting engaged | She told all her friends | They were not happy for her | Allie was so disappointed | She then realized maybe they were not true friends
Tom's new neighbors were extremely annoying | They were loud and never cleaned up | Tom eventually called the landlords to complain | It seems others complained as well | The neighbors were kicked out within a couple of months,Tom's new neighbors were extremely annoying | They were loud and never cleaned up | It seems others complained as well | Tom eventually called the landlords to complain | The neighbors were kicked out within a couple of months
Heather and Megan were working the garden | I came up to help them | They had me pulling weeds | All of a sudden a spider jumped on me and I screamed | The two women just watched me and laugh,Heather and Megan were working the garden | I came up to help them | They had me pulling weeds | All of a sudden a spider jumped on me and I screamed | The two women just watched me and laugh
Tim wanted to buy a car | He found one he liked | He tried to get credit for it | Unfortunately his history wasn't that good | Tim wasn't able to get the car,Tim wanted to buy a car | He found one he liked | He tried to get credit for it | Unfortunately his history wasn't that good | Tim wasn't able to get the car
Ben created an app for cell phones | The app tells you where the closest gas station is at all times | Ben made the app free to the general public | A company offered to buy Ben's app from him | Ben sold his app and made lots of money,Ben created an app for cell phones | The app tells you where the closest gas station is at all times | Ben made the app free to the general public | A company offered to buy Ben's app from him | Ben sold his app and made lots of money
"Robert had a very big red couch | He sat in it almost every day | One day, the couch broke one of its leg | Robert had to rush to the store | Finally, Robert was able to sit on his couch","Robert had a very big red couch | He sat in it almost every day | One day, the couch broke one of its leg | Robert had to rush to the store | Finally, Robert was able to sit on his couch"
"Dan decided he would watch cartoons with his toddler today | Dan's daughter decided to watch her favorite show Peppa Pig | Dan could not believe that there was a cartoon about pigs | However, Dan quickly realized just how funny the cartoon was | Dan decided he would watch Peppa Pig with his daughter more often","Dan decided he would watch cartoons with his toddler today | Dan's daughter decided to watch her favorite show Peppa Pig | Dan decided he would watch Peppa Pig with his daughter more often | However, Dan quickly realized just how funny the cartoon was | Dan could not believe that there was a cartoon about pigs"
Pablo had several health issues | He learned he had a bad infection in his leg | Pablo had to have his leg amputated | He was given a prosthetic but he was nervous about using it | Pablo worked with a physical therapist and learned to walk again,He learned he had a bad infection in his leg | Pablo had to have his leg amputated | Pablo had several health issues | He was given a prosthetic but he was nervous about using it | Pablo worked with a physical therapist and learned to walk again
Lisa tried online dating | She is forty-one years old and gets feedback from guys younger | Her friend recommended a dating site designed for people over forty | Lisa signed up and after one week she was impressed | She met a man who was a professional photographer,Her friend recommended a dating site designed for people over forty | Lisa signed up and after one week she was impressed | Lisa tried online dating | She is forty-one years old and gets feedback from guys younger | She met a man who was a professional photographer
"Sue loved eating meatloaf | She called a local restaurant to see if they had meatloaf | It was her lucky day, they did have meatloaf | Sue couldn't wait to get home and eat the meatloaf | The meatloaf was terrible, she threw it away","Sue loved eating meatloaf | She called a local restaurant to see if they had meatloaf | It was her lucky day, they did have meatloaf | Sue couldn't wait to get home and eat the meatloaf | The meatloaf was terrible, she threw it away"
Julie was scared to walk to school but she went anyway | As she rounded a corner she saw Kim | She'd fallen off her bike and was crying | Julie helped her up | She knew she wouldn't be afraid of Kim anymore,She'd fallen off her bike and was crying | Julie helped her up | Julie was scared to walk to school but she went anyway | As she rounded a corner she saw Kim | She knew she wouldn't be afraid of Kim anymore
Tim always wanted a new car | He grew up poor | Since he got his first job he started saving money away | It took him ten Years to finally have enough for a car | He still drives it to this day,He grew up poor | Tim always wanted a new car | Since he got his first job he started saving money away | It took him ten Years to finally have enough for a car | He still drives it to this day
Jane was out with friends | Her pantyhose got caught in a nail | They got a big tear down the front | Jane decided to take them off | Nobody noticed the difference,Jane was out with friends | Her pantyhose got caught in a nail | They got a big tear down the front | Jane decided to take them off | Nobody noticed the difference
The boy opened his locker | His coat was not in there | He went back to his last class | The coat was still on the chair | The wallet was missing,The boy opened his locker | The wallet was missing | His coat was not in there | The coat was still on the chair | He went back to his last class
Tim wanted to sleep | He wasn't able to pass out | He tried a few tricks | Eventually he tried drinking warm milk | It helped a little bit,Tim wanted to sleep | He tried a few tricks | He wasn't able to pass out | Eventually he tried drinking warm milk | It helped a little bit
"Throughout Peter's math class, he had a bad headache | Although it was hard for him to pay attention, he tried to be calm | However, he had to leave 45 minutes before the end of class | His friend decided to look for him | He found peter, throwing up in the bathroom","Throughout Peter's math class, he had a bad headache | Although it was hard for him to pay attention, he tried to be calm | However, he had to leave 45 minutes before the end of class | His friend decided to look for him | He found peter, throwing up in the bathroom"
Fred was going on a date with Kelly | He was very nervous | Unfortunately it showed | His hands were so clammy that Kelly pulled away | Fred turned bright red and felt badly,Fred was going on a date with Kelly | He was very nervous | Fred turned bright red and felt badly | His hands were so clammy that Kelly pulled away | Unfortunately it showed
"Frank took a trip to Washington DC with his family | Frank got to see all of the attractions during the week | However, the highlight of his trip was when he saw the president | Frank saw him pass by in his limo | Out of all the things he did, this was a memory he would never forget","Frank took a trip to Washington DC with his family | Frank got to see all of the attractions during the week | However, the highlight of his trip was when he saw the president | Frank saw him pass by in his limo | Out of all the things he did, this was a memory he would never forget"
Jane was sitting on a bench at the park | A bird came by | It was wandering around | Jane decided to throw a piece of her sandwich on the ground | The bird ate it,Jane was sitting on a bench at the park | Jane decided to throw a piece of her sandwich on the ground | It was wandering around | A bird came by | The bird ate it
"Gina was out of town at her uncle's house | She was beyond bored | She texted all of her friends | They weren't replying quick enough | Gina sat glassy eyed wanting, and waiting to leave","Gina was out of town at her uncle's house | She texted all of her friends | They weren't replying quick enough | Gina sat glassy eyed wanting, and waiting to leave | She was beyond bored"
"Tyler went to the school nurse, complaining that he was itchy | The school nurse diagnosed him with hives | That night, Tyler's parents reviewed all the food he had eaten | Tyler told them he ate a peanut butter cracker | They gave him some Benadryl, and told him not to eat peanut butter","Tyler went to the school nurse, complaining that he was itchy | Tyler told them he ate a peanut butter cracker | The school nurse diagnosed him with hives | They gave him some Benadryl, and told him not to eat peanut butter | That night, Tyler's parents reviewed all the food he had eaten"
My girlfriend was going out of town for the weekend | As soon as she left I called my ex-girlfriend and arranged to meet up | We went to one of our old hangouts | Thirty minutes later my girlfriend walked in and spotted us | Now neither one of them want anything to do with me,My girlfriend was going out of town for the weekend | We went to one of our old hangouts | Thirty minutes later my girlfriend walked in and spotted us | As soon as she left I called my ex-girlfriend and arranged to meet up | Now neither one of them want anything to do with me
"Kim set up her flea market table early in the morning | She had to use a flashlight because it was dark | When she was done, other vendors started to come | They all walked by her table and were impressed with her preparation | The sun came out and Kim sat in her chair to wait for customers","Kim set up her flea market table early in the morning | She had to use a flashlight because it was dark | The sun came out and Kim sat in her chair to wait for customers | They all walked by her table and were impressed with her preparation | When she was done, other vendors started to come"
Rex is driving down the road | He hears a tick in his engine | He decides to pull over | He lifts the hood and finds white smoke everywhere | He calls a tow truck for help with his car,Rex is driving down the road | He hears a tick in his engine | He decides to pull over | He lifts the hood and finds white smoke everywhere | He calls a tow truck for help with his car
Riley was afraid of spiders | She had to learn to get over it | She was locked in a room with them | Riley eventually became unafraid | Riley faced her fear and won,Riley was afraid of spiders | She was locked in a room with them | She had to learn to get over it | Riley faced her fear and won | Riley eventually became unafraid
Lisa was passionate about politics | she was encouraged by a friend to run for local office | She worked hard on her campaign | Lisa was always honest with her voters | Her honesty paid off with her first run for office being a success,Lisa was passionate about politics | she was encouraged by a friend to run for local office | She worked hard on her campaign | Lisa was always honest with her voters | Her honesty paid off with her first run for office being a success
Mitch went to a basketball game | There was a big crowd at the ticket counter | The worker told Mitch that there were no more tickets | Mitch slammed a $50 bill on the counter and told him to check again | The worker said that he just found a ticket for him,There was a big crowd at the ticket counter | The worker told Mitch that there were no more tickets | Mitch slammed a $50 bill on the counter and told him to check again | The worker said that he just found a ticket for him | Mitch went to a basketball game
An old man walked with a cane | He started to fall on the ice | A person looking out for him saved him | The man was so thankful | The man bought the person a drink,An old man walked with a cane | He started to fall on the ice | A person looking out for him saved him | The man was so thankful | The man bought the person a drink
Ted was driving to a friend's house in a rainstorm | The road was covered with water | A report on the radio talked about dangerous flooding in the area | Ted didn't think the water ahead was too deep and kept driving | Ted's car was carried downstream by rushing waters,Ted was driving to a friend's house in a rainstorm | A report on the radio talked about dangerous flooding in the area | The road was covered with water | Ted didn't think the water ahead was too deep and kept driving | Ted's car was carried downstream by rushing waters
"I can play the lane perfect | My creep score is always high | The mid lane always has to back before I do | When the mid game starts, the tables turn | I end up losing the game","I can play the lane perfect | My creep score is always high | The mid lane always has to back before I do | When the mid game starts, the tables turn | I end up losing the game"
"May was walking down the beach | Suddenly a strange object got stuck in her toenail | She bent down and discovered it was a silver coin | She dug around the sand | She found many more silver coins, with no explanation!","May was walking down the beach | Suddenly a strange object got stuck in her toenail | She bent down and discovered it was a silver coin | She dug around the sand | She found many more silver coins, with no explanation!"
"Jesse decided to get a tattoo on his finger | When he went to the artist, he would not do a tattoo there | Jesse decided to get black birds tattooed on his chest instead | This was way too much | Jesse now regrets his awful tattoo","When he went to the artist, he would not do a tattoo there | This was way too much | Jesse decided to get a tattoo on his finger | Jesse decided to get black birds tattooed on his chest instead | Jesse now regrets his awful tattoo"
"Jackie was eating a burger in a wrapper | She did not see a trash can, so she threw the wrapper on the ground | A cop saw her do this | He told her to pick it up | He wrote her a ticket and now she has to clean a park","Jackie was eating a burger in a wrapper | She did not see a trash can, so she threw the wrapper on the ground | A cop saw her do this | He told her to pick it up | He wrote her a ticket and now she has to clean a park"
"When I was driving down my street one day, I passed a pipe | Inside the pipe was a head, sitting upright | Panicking, I pulled over, out of breath and terrified | I ran out of my car and looked into the pipe, expecting the worst | Turned out it was just a large doll head that looked real","When I was driving down my street one day, I passed a pipe | Inside the pipe was a head, sitting upright | Panicking, I pulled over, out of breath and terrified | I ran out of my car and looked into the pipe, expecting the worst | Turned out it was just a large doll head that looked real"
Paulette took a semester off college | She laid in front of the tv all day watching MTV | Her mother told her to not be lazy and get a job | Paulette got a job being a stripper | Her mother cried regretting she told her to get a job,She laid in front of the tv all day watching MTV | Her mother told her to not be lazy and get a job | Paulette took a semester off college | Paulette got a job being a stripper | Her mother cried regretting she told her to get a job
It was time for the annual chili cookoff | Bill had been refining his recipe all year | He threw all his ingredients into the pot | The wind began to blow | Bill's pot was blown right off his burner,Bill had been refining his recipe all year | It was time for the annual chili cookoff | He threw all his ingredients into the pot | The wind began to blow | Bill's pot was blown right off his burner
Maya wanted to buy a new car | She finally found a car that she really liked | The dealership didn't have it in the color that Maya wanted | They ordered a model in that specific color | Maya returned to buy the car,Maya wanted to buy a new car | The dealership didn't have it in the color that Maya wanted | They ordered a model in that specific color | Maya returned to buy the car | She finally found a car that she really liked
Sarah got a new puppy | The puppy barked at people and was unfriendly | Sarah took the dog to a trainer | The trainer worked with the dog for two weeks | Sarah's dog behaved wonderfully,Sarah got a new puppy | The puppy barked at people and was unfriendly | Sarah took the dog to a trainer | The trainer worked with the dog for two weeks | Sarah's dog behaved wonderfully
"A few Year's ago, my kitten acted ill | She wouldn't eat and wasn't playing | The vet discovered floss around her tongue and snipped it off | After x-rays, they discovered it was in her intestine | Surgery led to the discovery of 12 feet of floss","A few Year's ago, my kitten acted ill | She wouldn't eat and wasn't playing | The vet discovered floss around her tongue and snipped it off | After x-rays, they discovered it was in her intestine | Surgery led to the discovery of 12 feet of floss"
"John saw a woman attempting to change a tire on the side of the road | John pulled over, getting out of his car to ask if he could help | The woman asked him if he could change the tire for her | John began to do this when he realized the woman got in his car | She drove away with John's car and wallet and pride","John saw a woman attempting to change a tire on the side of the road | John pulled over, getting out of his car to ask if he could help | The woman asked him if he could change the tire for her | John began to do this when he realized the woman got in his car | She drove away with John's car and wallet and pride"
Susie finished up her speech | At the end of her speech she got a lot of applause | Susie was really happy that people liked it | Many encouraged her to do some more | Susie agreed,Susie agreed | Susie finished up her speech | At the end of her speech she got a lot of applause | Many encouraged her to do some more | Susie was really happy that people liked it
The detective took the suspect from the holding cell | He removed the handcuffs and told things were not looking good | The silence hung in the air very thickly between them | The detective slapped the suspect across the face | He fell over and told the detective he'll never confess,The detective took the suspect from the holding cell | The silence hung in the air very thickly between them | The detective slapped the suspect across the face | He fell over and told the detective he'll never confess | He removed the handcuffs and told things were not looking good
"Cameron is having internet installed in his house today | Unfortunately, the technician got lost and never showed up | Cameron called the internet company because he was very upset | The internet company sent another technician out immediately | Cameron now has internet and he is very happy with it","Cameron is having internet installed in his house today | Unfortunately, the technician got lost and never showed up | Cameron called the internet company because he was very upset | The internet company sent another technician out immediately | Cameron now has internet and he is very happy with it"
"I was asked to leave the church where I was a secretary | The pastor no longer wanted me working there | Half the congregation agreed, and the other half disagreed | They felt I didn't go to services there, so I shouldn't work there | Eventually, the church split into two over the ordeal","Half the congregation agreed, and the other half disagreed | They felt I didn't go to services there, so I shouldn't work there | The pastor no longer wanted me working there | I was asked to leave the church where I was a secretary | Eventually, the church split into two over the ordeal"
