"original_story","reordered_story"
"Sally woke up extra early | She decided to make breakfast for her family | She cooked some eggs, made some toast and poured some milk | When her family woke up, they were pleasantly surprised | They all ate a delicious breakfast together","Sally woke up extra early | She decided to make breakfast for her family | She cooked some eggs, made some toast and poured some milk | When her family woke up, they were pleasantly surprised | They all ate a delicious breakfast together"
"We had our daughter and her family over last week | They live in NYC while we live in Boston | One night, we ordered Chinese food | We ordered Mongolian beef, Chow Foon, and appetizers | I was very stuffy that night","They live in NYC while we live in Boston | We had our daughter and her family over last week | One night, we ordered Chinese food | We ordered Mongolian beef, Chow Foon, and appetizers | I was very stuffy that night"
"My friend just had a new baby | He named her Rosalina | I came to visit them last night | His wife said that labor was hard, but it was worth it | I gave their baby a gift and introduced myself as her uncle","My friend just had a new baby | He named her Rosalina | I came to visit them last night | I gave their baby a gift and introduced myself as her uncle | His wife said that labor was hard, but it was worth it"
"Her grandmother was finally here to pick her up | Tina burst through the front door before Ma even got out the car | Tina ran to her grandmother and gave her a big hug | To her dismay, Tina had to wait because Me went inside | After an hour of hellos Tina and Ma finally left for their sleepover","Her grandmother was finally here to pick her up | Tina burst through the front door before Ma even got out the car | Tina ran to her grandmother and gave her a big hug | To her dismay, Tina had to wait because Me went inside | After an hour of hellos Tina and Ma finally left for their sleepover"
"Today I was hungry, so I checked the fridge to see what was there | I saw a small thing of refried beans, so I grabbed it | After I finished eating it, I heard my mom call my name | She asked me if I had seen the container of cat food in the fridge | I had eaten cat food, not refried beans","Today I was hungry, so I checked the fridge to see what was there | I saw a small thing of refried beans, so I grabbed it | After I finished eating it, I heard my mom call my name | She asked me if I had seen the container of cat food in the fridge | I had eaten cat food, not refried beans"
"Tina ordered a toy set that she saw on the commercial | The toy arrived within a week | She tried to set it up as soon as she opened it | Afterwards, she showed it to her child | When the child was playing with it, it broke instantly","Tina ordered a toy set that she saw on the commercial | The toy arrived within a week | She tried to set it up as soon as she opened it | Afterwards, she showed it to her child | When the child was playing with it, it broke instantly"
"Jennie went to the mall to find some new shoes | She saw that her favorite shoe store was having a sale | She bought three pairs of shoes that she liked | She tried on the shoes once she got home | She didn't like the way any of them fit","Jennie went to the mall to find some new shoes | She saw that her favorite shoe store was having a sale | She bought three pairs of shoes that she liked | She tried on the shoes once she got home | She didn't like the way any of them fit"
"We had just settled into our tent when we heard rustling outside | One quick peek confirmed that a skunk was trying to get our food | I found a small stone and threw it in the bushes opposite the skunk | Thinking that something was coming out of the bushes, the skunk left | Luckily, our food was safe and no one got sprayed!","We had just settled into our tent when we heard rustling outside | One quick peek confirmed that a skunk was trying to get our food | I found a small stone and threw it in the bushes opposite the skunk | Thinking that something was coming out of the bushes, the skunk left | Luckily, our food was safe and no one got sprayed!"
"My cousin Keith bought a huge watermelon | Since we were camping we needed a way to keep it cold | He tied a rope around the melon | He drifted it in the river | It got very cold in the water","My cousin Keith bought a huge watermelon | Since we were camping we needed a way to keep it cold | He tied a rope around the melon | He drifted it in the river | It got very cold in the water"
"I do not like preparing food, so I get a lot of takeout | I'm trying to eat better so I have been buying salads | I buy them premade from the grocery store and from restaurants | But there has been an outbreak of Hepatitis A in my state | So it looks like I'll be making my own salads from now on","I do not like preparing food, so I get a lot of takeout | I'm trying to eat better so I have been buying salads | I buy them premade from the grocery store and from restaurants | But there has been an outbreak of Hepatitis A in my state | So it looks like I'll be making my own salads from now on"
"Kristi took on some private music students to make extra money | She had one student who never practiced for his lesson | Every week she tried to encourage him to want to practice | Finally she had to tell his parents that lessons were not helping him | When his parents threatened to stop lessons he started practicing","Kristi took on some private music students to make extra money | She had one student who never practiced for his lesson | Every week she tried to encourage him to want to practice | Finally she had to tell his parents that lessons were not helping him | When his parents threatened to stop lessons he started practicing"
"Tina is involved in the chorus at her school | The chorus decided to put on a fall concert | Tina invites her parents and other family to attend | Tina performs very well in the concert | Her family applauds her loudly","Tina is involved in the chorus at her school | The chorus decided to put on a fall concert | Tina invites her parents and other family to attend | Tina performs very well in the concert | Her family applauds her loudly"
"Nancy likes taking her two children to the park | They all go to the park in the afternoon | It's getting late so Nancy is ready to leave | She can't find her youngest boy anywhere, she's panicking | She finds him talking with a nice old man who bought him ice cream","Nancy likes taking her two children to the park | They all go to the park in the afternoon | It's getting late so Nancy is ready to leave | She can't find her youngest boy anywhere, she's panicking | She finds him talking with a nice old man who bought him ice cream"
"Amanda had been asked to dinner by the new guy in class, Brad | She was shy and almost refused, but Brad was cute, so she said yes | They went to a movie and then they had dinner together | Amanda lost her shyness and began to open up to Brad | She was so glad she had decided to go on this date, after all!","Amanda had been asked to dinner by the new guy in class, Brad | She was shy and almost refused, but Brad was cute, so she said yes | They went to a movie and then they had dinner together | Amanda lost her shyness and began to open up to Brad | She was so glad she had decided to go on this date, after all!"
"Peter realizes that he is using his car much less than he used to | He decides to sell it altogether to save money on insurance | Peter is surprised when several buyers express interest quickly | He sells the car for more than he thought it would be able to | Peter feels great that he was able to sell his car","Peter realizes that he is using his car much less than he used to | He decides to sell it altogether to save money on insurance | Peter is surprised when several buyers express interest quickly | He sells the car for more than he thought it would be able to | Peter feels great that he was able to sell his car"
"Mary was running late | She decided to take a shortcut to work | She took a wrong turn on her route | The wrong turn ended up being an even better route | Marry got to work early","Mary was running late | She decided to take a shortcut to work | She took a wrong turn on her route | The wrong turn ended up being an even better route | Marry got to work early"
"Ruby and Cecilia had been friends throughout childhood | Growing up they never had more than minor arguments | It was shocking for both of them when they got in their first fight | Both of them worried this might be the end of their close friendship | But when they made up, their relationship was closer than ever","Ruby and Cecilia had been friends throughout childhood | Growing up they never had more than minor arguments | It was shocking for both of them when they got in their first fight | Both of them worried this might be the end of their close friendship | But when they made up, their relationship was closer than ever"
"Sadie was in the park | She was celebrating her birthday with friends and family | They were in the middle of a water balloon fight | Sadie was hiding behind a tree | Suddenly, her dad came up behind her and dumped water on her head","Sadie was in the park | She was celebrating her birthday with friends and family | They were in the middle of a water balloon fight | Sadie was hiding behind a tree | Suddenly, her dad came up behind her and dumped water on her head"
"Jake's local movie theater had a horror movie night | He loved horror movies | Unfortunately his girlfriend did not | He finally convinced her to go see one | She was scared and had nightmares","He loved horror movies | Unfortunately his girlfriend did not | Jake's local movie theater had a horror movie night | He finally convinced her to go see one | She was scared and had nightmares"
"James recently met a woman who he really liked | They had their first date at the beach near his home | After their first date they became inseparable | He plans on proposing to her in the near future | James is so happy now that he found his true love","James recently met a woman who he really liked | They had their first date at the beach near his home | After their first date they became inseparable | James is so happy now that he found his true love | He plans on proposing to her in the near future"
"Terry worked from home | He bought a new desk to make working more comfortable | It was a beautiful cherry color | He set his computer and files on it | He couldn't wait to get to work!","Terry worked from home | He bought a new desk to make working more comfortable | It was a beautiful cherry color | He set his computer and files on it | He couldn't wait to get to work!"
"The young man sat at his desk | He was incredibly bored | His phone rang and caused him to reach into his pants | His friends told him they were throwing a party tonight | He would not be bored for much longer","The young man sat at his desk | He was incredibly bored | His phone rang and caused him to reach into his pants | His friends told him they were throwing a party tonight | He would not be bored for much longer"
"Some guy caught my attention at the bus stop | He needed some extra change to use the bus | I lent the money to him and we went on the bus | Since he was also a Chemistry major, we talked about several classes | I gained some expert advice before he left","Some guy caught my attention at the bus stop | He needed some extra change to use the bus | I lent the money to him and we went on the bus | Since he was also a Chemistry major, we talked about several classes | I gained some expert advice before he left"
"Sierra has been taking ballet lessons since she was four | She worked hard year after year to get better | She was determined to be a professional dancer | She tried out for a broadway studio after graduation | Her hard work paid off and she got the job","Sierra has been taking ballet lessons since she was four | She was determined to be a professional dancer | She worked hard year after year to get better | She tried out for a broadway studio after graduation | Her hard work paid off and she got the job"
"John wanted to buy a new video game | His parents didn't want to give him them money | His mother suggested to get a summer job | John spent the summer mowing lawns | At the end of the summer, John had enough money to buy four games!","John wanted to buy a new video game | His parents didn't want to give him them money | His mother suggested to get a summer job | John spent the summer mowing lawns | At the end of the summer, John had enough money to buy four games!"
"Me and my friends went fishing | We left early in the morning | We got there at about nine in the morning | We fished all the way until sundown | We had a great day that day","We left early in the morning | We got there at about nine in the morning | Me and my friends went fishing | We fished all the way until sundown | We had a great day that day"
"Gina was awake again | The long ride to Illinois caused her legs to cramp | She sat in the back seat miserable | They drove into a small town Gina recognized | Gina was excited since she knew they were almost there","The long ride to Illinois caused her legs to cramp | She sat in the back seat miserable | Gina was awake again | Gina was excited since she knew they were almost there | They drove into a small town Gina recognized"
"Molly needed to put away some blocks | The blocks had to be arranged very specifically in a bag | Molly sat down and tried to work the puzzle out | She had to start over several times | Finally she got it and put it away","Molly needed to put away some blocks | The blocks had to be arranged very specifically in a bag | Molly sat down and tried to work the puzzle out | She had to start over several times | Finally she got it and put it away"
"The kids were going to visit their grandparents | The grandparents lived on a farm | They grew crops and raised animals | They kids always had a lot of fun | It was a great time for everyone","The grandparents lived on a farm | They grew crops and raised animals | The kids were going to visit their grandparents | They kids always had a lot of fun | It was a great time for everyone"
"Stuart stood watching the brawny men wield the heavy mallet | Strike hard enough and you could make a bell ring | Although the men seemed powerful, none had rung the bell | As Stuart watched, a plan began to form in his mind | He thought he knew how to win the game","Stuart stood watching the brawny men wield the heavy mallet | Strike hard enough and you could make a bell ring | Although the men seemed powerful, none had rung the bell | As Stuart watched, a plan began to form in his mind | He thought he knew how to win the game"
"Erin loved chocolate bunny ears | On Easter morning her basket was full of chocolate bunnies | And they had ears that were nearly as big as their bodies | She was delighted with what she had gotten | She didn't know chocolate bunnies could have such big ears","Erin loved chocolate bunny ears | On Easter morning her basket was full of chocolate bunnies | And they had ears that were nearly as big as their bodies | She didn't know chocolate bunnies could have such big ears | She was delighted with what she had gotten"
"Sally found a checkbook on the ground | When she looked in front of it, there was a name on the bottom | However, Sally decided to write $200 on the check | The front desk worker at the bank gave her some cash | Sally immediately threw the book away afterwards","Sally found a checkbook on the ground | When she looked in front of it, there was a name on the bottom | However, Sally decided to write $200 on the check | The front desk worker at the bank gave her some cash | Sally immediately threw the book away afterwards"
"Marcy lost her eye in an accident | As a result, Marcy was very self-conscious | She decided to get an artificial eye | She had one made that looked just like her real eye | Marcy is less self-conscious about her eyes now","Marcy lost her eye in an accident | As a result, Marcy was very self-conscious | She decided to get an artificial eye | She had one made that looked just like her real eye | Marcy is less self-conscious about her eyes now"
"Little Jimmy liked to poke and tease the family dog | His mother would let him get away with it | One day, Jimmy went too far with his teasing | The dog bit Jimmy on the hand | Jimmy never teased the dog again","Little Jimmy liked to poke and tease the family dog | His mother would let him get away with it | One day, Jimmy went too far with his teasing | The dog bit Jimmy on the hand | Jimmy never teased the dog again"
"Chris was always the last one to be picked in gym class | He didn't mind as he didn't like sports | But it turned out that he was really good at dunking balls | He got picked first choice on the basketball team | Chris cursed his ability as he really hated basketball","Chris was always the last one to be picked in gym class | He didn't mind as he didn't like sports | But it turned out that he was really good at dunking balls | He got picked first choice on the basketball team | Chris cursed his ability as he really hated basketball"
"A sculptor set out to carve a statue | He found a fine block of marble and set to work | He spent years toiling over it | When he was finished, he discovered that he had carved two left feet | After that, he took up painting","A sculptor set out to carve a statue | He found a fine block of marble and set to work | He spent years toiling over it | When he was finished, he discovered that he had carved two left feet | After that, he took up painting"
"Rachael had tried for so long to get pregnant | She wanted a baby so bad | She went to the doctors all the time but they told her the same thing | They told her she just needed to relax and it would happen | And sure enough she relaxed and now she is 6 months pregnant","She wanted a baby so bad | Rachael had tried for so long to get pregnant | She went to the doctors all the time but they told her the same thing | They told her she just needed to relax and it would happen | And sure enough she relaxed and now she is 6 months pregnant"
"John bought some cookies from the gas station | He was craving some milk to wash them down with | He opened his fridge and poured himself a glass | He took a swig and choked | The milk was spoiled","John bought some cookies from the gas station | He was craving some milk to wash them down with | He opened his fridge and poured himself a glass | He took a swig and choked | The milk was spoiled"
"Jacob heard a scream from next door | He ran to see what was wrong | His elderly neighbor had slipped and fallen | Jacob called the emergency services | He waited with his neighbor until help arrived","His elderly neighbor had slipped and fallen | Jacob heard a scream from next door | He ran to see what was wrong | Jacob called the emergency services | He waited with his neighbor until help arrived"
"Molly was visiting her grandmother in the nursing home | Her grandmother loved chocolate chip cookies | Molly went to the bakery and picked up half a dozen of cookies | Molly gave the cookies to her grandmother | Her grandmother was excited about the cookies and the visit","Her grandmother loved chocolate chip cookies | Molly went to the bakery and picked up half a dozen of cookies | Molly was visiting her grandmother in the nursing home | Molly gave the cookies to her grandmother | Her grandmother was excited about the cookies and the visit"
"Lucy wanted to quit her job and work online | She did a lot of research at ways to make money from home | Finally, Lucy discovered that she could do freelance writing | Lucy applied for lots of different writing gigs | Her hard work paid off and she began to earn decent money","Lucy wanted to quit her job and work online | She did a lot of research at ways to make money from home | Finally, Lucy discovered that she could do freelance writing | Lucy applied for lots of different writing gigs | Her hard work paid off and she began to earn decent money"
"My first day of college didn't go so well | I waited outside my first class before starting | I was leaning against some glass displays | Then I knocked them over on accident | There was glass everywhere I was embarrassed","My first day of college didn't go so well | I waited outside my first class before starting | I was leaning against some glass displays | Then I knocked them over on accident | There was glass everywhere I was embarrassed"
"Lima was a very spoiled girl in Beverly Hills | Her parents thought she needed some humble pie | So they took her to Skid Row on the other side of town | Lima got to hear stories of homelessness and was touched | After that, she treated people better and was way more humble","Lima was a very spoiled girl in Beverly Hills | Her parents thought she needed some humble pie | So they took her to Skid Row on the other side of town | Lima got to hear stories of homelessness and was touched | After that, she treated people better and was way more humble"
"Lisa's family went strawberry picking for Mother's Day | They got baskets and baskets of fresh berries | Lisa wondered what they'd do with all of them | That night for dessert her mother made strawberry shortcake | It was the best dessert Lisa could ever remember eating","Lisa's family went strawberry picking for Mother's Day | They got baskets and baskets of fresh berries | Lisa wondered what they'd do with all of them | That night for dessert her mother made strawberry shortcake | It was the best dessert Lisa could ever remember eating"
"May wanted to give her mother a beautiful bouquet of flowers | She searched all over the house and couldn't find any | She went out to the yard and there were none | She finally decided to draw a bouquet for her mom | Her mother broke down crying at the reception of the gift","May wanted to give her mother a beautiful bouquet of flowers | She went out to the yard and there were none | She searched all over the house and couldn't find any | She finally decided to draw a bouquet for her mom | Her mother broke down crying at the reception of the gift"
"My little cousin was playing outside | A looked out the window to check on her | She was on her knees with her head lowered | I went outside to make sure she was ok | She said she killed an ant and was praying for it to go to heaven","My little cousin was playing outside | A looked out the window to check on her | She was on her knees with her head lowered | I went outside to make sure she was ok | She said she killed an ant and was praying for it to go to heaven"
"Andy enjoyed watching the Olympic games | Moreover, Andy loved seeing the various types of sports | However, Andy absolutely loved watching table tennis | Andy did not even know table tennis was an Olympic sport | Andy could not wait to see the Olympic table tennis competition","Andy enjoyed watching the Olympic games | Moreover, Andy loved seeing the various types of sports | Andy did not even know table tennis was an Olympic sport | However, Andy absolutely loved watching table tennis | Andy could not wait to see the Olympic table tennis competition"
"Kim brought a book with her to read on the train | She really got into it and the ride passed quickly | There was a transfer stop along the way | When Kim changed trains she forgot her book | She spent the rest of the trip just looking out the window","Kim brought a book with her to read on the train | She really got into it and the ride passed quickly | There was a transfer stop along the way | When Kim changed trains she forgot her book | She spent the rest of the trip just looking out the window"
"Tom was accidentally shot by his teammate in the army | Tom did not sustain much damage | He was angry so he beat the shooter up | Because of that, he was discharged from the army | He ends up being homeless","Tom was accidentally shot by his teammate in the army | Tom did not sustain much damage | He was angry so he beat the shooter up | Because of that, he was discharged from the army | He ends up being homeless"
"Al went to the bar for some wine | The bartender poured him a glass of red | Al looked at his glass with suspicion | The bartender knew this look very well | Rather than argue, the bartender topped off Al's glass","Al went to the bar for some wine | The bartender poured him a glass of red | Al looked at his glass with suspicion | The bartender knew this look very well | Rather than argue, the bartender topped off Al's glass"
"Rene was excited to go on a private jet for the first time | She had seen them in movies but never tried it out | As she walked in it was gorgeous | The flight was amazing | After the flight she never wanted to fly commercial again","She had seen them in movies but never tried it out | Rene was excited to go on a private jet for the first time | As she walked in it was gorgeous | The flight was amazing | After the flight she never wanted to fly commercial again"
"Ed put a dog door in so his dogs could go out by themselves | He had a fenced in yard so there was no chance they'd run off | One morning he sat down to have a bowl of cereal | He noticed a big fat racoon eating out of the dog bowl | It had come through the dog door","He had a fenced in yard so there was no chance they'd run off | Ed put a dog door in so his dogs could go out by themselves | One morning he sat down to have a bowl of cereal | He noticed a big fat racoon eating out of the dog bowl | It had come through the dog door"
"John needed a new coat for the coming winter | John went to the department store | He tried on several coats | John narrowed it down to one of two jackets | He finally picked and bought the jacket with a hood","John needed a new coat for the coming winter | John went to the department store | He tried on several coats | John narrowed it down to one of two jackets | He finally picked and bought the jacket with a hood"
"My wife is retiring this week | She said she will collect for awhile | She read an article about mTurk | She has decided to work on mTurk | I said that it would be fun","My wife is retiring this week | She read an article about mTurk | I said that it would be fun | She has decided to work on mTurk | She said she will collect for awhile"
"It was mike's last baseball game | The game was tied and he was on deck | He was getting heckled by members of the other team | So when he came up he was extra motivated | He singled up the middle and won the game for them","It was mike's last baseball game | The game was tied and he was on deck | He was getting heckled by members of the other team | So when he came up he was extra motivated | He singled up the middle and won the game for them"
"Vince was bored so he decided to go for a walk | He went and sat by the local park's pond and waited | All of a sudden a large crane flew into the pond near him | Vince was amazed and grabbed his phone to take pictures | The Crane got shy and then left, so Vince went back home","Vince was bored so he decided to go for a walk | He went and sat by the local park's pond and waited | All of a sudden a large crane flew into the pond near him | Vince was amazed and grabbed his phone to take pictures | The Crane got shy and then left, so Vince went back home"
"My coworker Ann is recovering from the end of an affair | She had an affair which ended when the man's wife got suspicious | Ann is angry that the man denied having an affair | Today she posted a photo of them together on Facebook | Her ex-lover must be nervous","She had an affair which ended when the man's wife got suspicious | My coworker Ann is recovering from the end of an affair | Ann is angry that the man denied having an affair | Today she posted a photo of them together on Facebook | Her ex-lover must be nervous"
"Andrew needed to get to work but didn't have any money | He jumped the train, meaning he didn't buy a ticket | Two officers boarded the train and checked tickets | Andrew didn't have a ticket and lied about his name | Now he's worried about being caught for the lie","Andrew needed to get to work but didn't have any money | He jumped the train, meaning he didn't buy a ticket | Two officers boarded the train and checked tickets | Andrew didn't have a ticket and lied about his name | Now he's worried about being caught for the lie"
"Susie was about to have a baby | She was quite nervous about it | She was not sure it would go well | She ended up being in labor for ten hours | When it was over it was well worth it for her however","Susie was about to have a baby | She was not sure it would go well | She was quite nervous about it | She ended up being in labor for ten hours | When it was over it was well worth it for her however"
"I just graduated high school | The administration said they would mail me my diploma | After three months, it hadn't been mailed | I called the administration to ask what happened | They had forgotten to mail it!","I just graduated high school | The administration said they would mail me my diploma | After three months, it hadn't been mailed | I called the administration to ask what happened | They had forgotten to mail it!"
"A single woman dreamed of one day having a husband | So the single woman put an ad on Craigslist seeking a relationship | The single woman got an email message from a young man | The young man sent a picture that she found attractive | She and the young man went on to date and eventually got married","A single woman dreamed of one day having a husband | So the single woman put an ad on Craigslist seeking a relationship | The single woman got an email message from a young man | The young man sent a picture that she found attractive | She and the young man went on to date and eventually got married"
"Lucy and her grandparents ate dinner | Lucy ate all her fries and got more | She wanted more but grandma stopped her | Lucy had to eat her hamburger first | She ate it quickly and grabbed the last of the fries","Lucy and her grandparents ate dinner | Lucy had to eat her hamburger first | She ate it quickly and grabbed the last of the fries | Lucy ate all her fries and got more | She wanted more but grandma stopped her"
"Alan sneezed, startling a squirrel | The squirrel climbed a tree to get away quickly | Alan watched it jump from branch to branch until it missed one | When it landed on its back on a rock, Alan nursed it | As it got better, the squirrel learned to eat from his hand","Alan sneezed, startling a squirrel | The squirrel climbed a tree to get away quickly | Alan watched it jump from branch to branch until it missed one | When it landed on its back on a rock, Alan nursed it | As it got better, the squirrel learned to eat from his hand"
"Wilfred was a good and loving father | When he took ill and went to bed early, his kids were worried | They prepared him breakfast the next day | And stayed by his bedside telling him stories | When he got better, he took his kids out to the fair to thank them","Wilfred was a good and loving father | When he took ill and went to bed early, his kids were worried | And stayed by his bedside telling him stories | They prepared him breakfast the next day | When he got better, he took his kids out to the fair to thank them"
"Al was in the final laps of a car race | He pulled into third place and looked for an opening | On the next turn he took it wide to get around the other car | The second place car tried to block Al but failed | Al passed him and became the new second place driver","Al was in the final laps of a car race | He pulled into third place and looked for an opening | On the next turn he took it wide to get around the other car | The second place car tried to block Al but failed | Al passed him and became the new second place driver"
"Jamie was afraid someone was following her home each night | She was growing more and more afraid with each passing week | Jamie finally broke down and bought a gun | One night, a man broke in and Jamie shot him dead | It turned out to be a man wanted by police for serial murder","Jamie was afraid someone was following her home each night | She was growing more and more afraid with each passing week | Jamie finally broke down and bought a gun | One night, a man broke in and Jamie shot him dead | It turned out to be a man wanted by police for serial murder"
"Mike picked up his date | They headed to the movies | Mike checked in his pocket for the tickets | They were not to be found | Mike returned home to get the tickets, but his date left","Mike picked up his date | They headed to the movies | Mike checked in his pocket for the tickets | They were not to be found | Mike returned home to get the tickets, but his date left"
"Akane had been waiting for Christmas all year long | When the day arrived, her parents called her out of her room | In the den, Akane saw that Santa had visited and left presents | She quickly began opening presents one by one | The last thing she opened was a Nintendo 3DS, her most wanted item","Akane had been waiting for Christmas all year long | When the day arrived, her parents called her out of her room | In the den, Akane saw that Santa had visited and left presents | She quickly began opening presents one by one | The last thing she opened was a Nintendo 3DS, her most wanted item"
"Janice decided to change jobs | Being a bank teller had become so mundane for her | She got a new job and began taking night courses at a local college | She had always wanted to work with children | Janice loves her new job as a teacher's aide","She had always wanted to work with children | Being a bank teller had become so mundane for her | Janice decided to change jobs | She got a new job and began taking night courses at a local college | Janice loves her new job as a teacher's aide"
"Sammy was a big fan of one specific late night talk show | He decided to write away for tickets to a taping | A few weeks later, he received show tickets in the mail | He asked his friend, Ted, a fellow fan of the show, to go with him | Sammy and Ted went to the taping and had the time of their lives","Sammy was a big fan of one specific late night talk show | He decided to write away for tickets to a taping | A few weeks later, he received show tickets in the mail | He asked his friend, Ted, a fellow fan of the show, to go with him | Sammy and Ted went to the taping and had the time of their lives"
"Tom was fairly political | He decided to post something about systemic racism | He got a lot of negative feedback | A few friends came out as racist | Tom unfriended them because of it","Tom was fairly political | He decided to post something about systemic racism | He got a lot of negative feedback | A few friends came out as racist | Tom unfriended them because of it"
"Anthony, 23, checked craigslist for local piano instructors | He visited the home of a piano teacher in his area | The teacher was a 23-year-old Asian female who charged $20 per lesson | Anthony signed up and then determined she was single | But who Anthony thought was her brother was really her husband","Anthony, 23, checked craigslist for local piano instructors | The teacher was a 23-year-old Asian female who charged $20 per lesson | Anthony signed up and then determined she was single | He visited the home of a piano teacher in his area | But who Anthony thought was her brother was really her husband"
"Sammi was playing the back yard when she spotted a bees' nest | She ran away from the nest, but the bees didn't follow her | Creeping close again, she saw the bees were busy making honey | Later, her mother harvested the honey from the nest | Sammi liked the honey, but she felt sorry for the bees","Sammi was playing the back yard when she spotted a bees' nest | She ran away from the nest, but the bees didn't follow her | Creeping close again, she saw the bees were busy making honey | Later, her mother harvested the honey from the nest | Sammi liked the honey, but she felt sorry for the bees"
"Marissa wanted to sing in a jazz band | She went to the rehearsal | She sang the song Summertime | She did a good job | The band hired her as a singer","Marissa wanted to sing in a jazz band | She went to the rehearsal | She sang the song Summertime | She did a good job | The band hired her as a singer"
"Patricia hated when her mother and father argued | She would cry every time they fought | She was sixteen when her cousin told her stop being a cry baby | Patricia agreed she was tired of crying | Now she has a hard time showing emotion to her boyfriend","Patricia hated when her mother and father argued | She would cry every time they fought | She was sixteen when her cousin told her stop being a cry baby | Patricia agreed she was tired of crying | Now she has a hard time showing emotion to her boyfriend"
"I love pushing buttons on soda cups | It gives me satisfaction | I'm not sure why that is | Feeling the buttons pop makes me feel great | One of those weird things that I enjoy","I love pushing buttons on soda cups | Feeling the buttons pop makes me feel great | It gives me satisfaction | One of those weird things that I enjoy | I'm not sure why that is"
"Seamus became very interested in US politics | He passionately supported his favorite politician | This particular politician was running for governor | With Seamus' help, the politician won the election | The politician did not keep his promises, discouraging Seamus","Seamus became very interested in US politics | This particular politician was running for governor | He passionately supported his favorite politician | With Seamus' help, the politician won the election | The politician did not keep his promises, discouraging Seamus"
"The deer in the field show up every year | This year there were more than normal | When hunting season came, the deer scattered | After hunting season, the deer showed back up | There weren't as many this time","The deer in the field show up every year | This year there were more than normal | When hunting season came, the deer scattered | After hunting season, the deer showed back up | There weren't as many this time"
"Jill thought she was the best basketball player | She was convinced she would win the most valuable player award | She was excited for the awards banquet | Jill's coach did not call her name for the award | She was devastated","Jill thought she was the best basketball player | She was convinced she would win the most valuable player award | She was excited for the awards banquet | Jill's coach did not call her name for the award | She was devastated"
"Justin was terrified of dogs | His girlfriend had a dog and he wanted to feel comfortable with it | Justin went to therapy to help him get over his fear | After a few months of therapy Justin felt better around dogs | Justin then moved in with his girlfriend and her dog","Justin was terrified of dogs | His girlfriend had a dog and he wanted to feel comfortable with it | Justin went to therapy to help him get over his fear | After a few months of therapy Justin felt better around dogs | Justin then moved in with his girlfriend and her dog"
"Queenie was getting married in a day | Before her wedding, she went to get a pedicure | They made her feet all pretty | Then, she chose a color for her nails | It ended up being really relaxing","Queenie was getting married in a day | Before her wedding, she went to get a pedicure | Then, she chose a color for her nails | They made her feet all pretty | It ended up being really relaxing"
"Erin had never made stew before | But since she just got a Crock Pot, she decided to try | She put in her beef and simmered it slowly | Then she added her veggies and finished the stew | When she sampled it, she loved its taste!","Erin had never made stew before | But since she just got a Crock Pot, she decided to try | She put in her beef and simmered it slowly | Then she added her veggies and finished the stew | When she sampled it, she loved its taste!"
"My son is a little child | He ran outside to play | His friend was out there with him | They played together with sticks | My son came in from outside","My son is a little child | He ran outside to play | His friend was out there with him | They played together with sticks | My son came in from outside"
"Mary was scared of swimming | Her mother enrolled her in a swimming class | The teacher asked Mary to put her head under the water | Mary was scared but complied because she trusted the teacher | Soon, Mary was swimming like a dolphin!","Mary was scared of swimming | Her mother enrolled her in a swimming class | The teacher asked Mary to put her head under the water | Mary was scared but complied because she trusted the teacher | Soon, Mary was swimming like a dolphin!"
"Bob's show was starting and he couldn't find the remote to the cable | He tore up all the cushions on the couch, nothing | He checked under the sofas with a flashlight, nothing | He checked on the kitchen table and the bedrooms without luck | Finally he found it sitting next to the toilet in the bathroom","Bob's show was starting and he couldn't find the remote to the cable | He tore up all the cushions on the couch, nothing | He checked on the kitchen table and the bedrooms without luck | He checked under the sofas with a flashlight, nothing | Finally he found it sitting next to the toilet in the bathroom"
"Allie was going on a field trip | They were going to the art museum | When she got there she was so excited | She saw one of the paintings by her sister | Allie felt very proud","Allie was going on a field trip | They were going to the art museum | When she got there she was so excited | She saw one of the paintings by her sister | Allie felt very proud"
"There was a storm where Lucy lived | And she saw a cat soaked in rainy | So she decided to take it inside | The cat was so adorable that she decided to keep it | But when she woke up the next day, her couch and carpet were torn","There was a storm where Lucy lived | And she saw a cat soaked in rainy | So she decided to take it inside | The cat was so adorable that she decided to keep it | But when she woke up the next day, her couch and carpet were torn"
"Amelia really wanted to join the army | She did her physical but didn't pass | She asked what was wrong with her | They told her she was too heavy and needed to lose weight | So she worked very much to be fit before her next test","Amelia really wanted to join the army | She did her physical but didn't pass | She asked what was wrong with her | They told her she was too heavy and needed to lose weight | So she worked very much to be fit before her next test"
"Beth was a little girl who wanted money to buy her own toys | Her parent's told her she would have to earn it | They told her to set up a lemonade stand | Beth set up a lemonade stand and sold a glass of lemonade | Beth had earned her very first money","Beth was a little girl who wanted money to buy her own toys | Her parent's told her she would have to earn it | They told her to set up a lemonade stand | Beth set up a lemonade stand and sold a glass of lemonade | Beth had earned her very first money"
"Jimmy and Jay were riding their bikes | While they were riding to the mall, the wheel gave way | The wheel flew off the bike | They had to wheel the bike back | They decided to throw it away","Jimmy and Jay were riding their bikes | While they were riding to the mall, the wheel gave way | The wheel flew off the bike | They had to wheel the bike back | They decided to throw it away"
