"original_story","reordered_story"
"Jake lived in northern California | There was a bad earthquake about 100 miles from him | He knew something was strange when his bed shook | He turned on the news and learned about the aftershocks | Jake was calm and thought it was interesting","Jake lived in northern California | He knew something was strange when his bed shook | There was a bad earthquake about 100 miles from him | Jake was calm and thought it was interesting | He turned on the news and learned about the aftershocks"
"Giles made a new year's resolution to exercise more | He purchased a gym membership with an annual term | Giles began going twice a week, once for legs and once for arms | Giles lost his motivation to get to the gym around mid-year | Giles canceled the membership when the term was up","Giles made a new year's resolution to exercise more | He purchased a gym membership with an annual term | Giles began going twice a week, once for legs and once for arms | Giles lost his motivation to get to the gym around mid-year | Giles canceled the membership when the term was up"
"Mrs Allen is a new teacher | She was nervous about her first day | She came in the class and said hello to all of the students | Everything went smoothly | She was very happy","Mrs Allen is a new teacher | She was nervous about her first day | She came in the class and said hello to all of the students | Everything went smoothly | She was very happy"
"Joey is out at the beach with his friends | They were all going into the ocean | Except Joey he didn't go in | His friends asked him why he wouldn't go in | Joey embarrassingly told them he couldn't swim","Joey is out at the beach with his friends | They were all going into the ocean | Except Joey he didn't go in | His friends asked him why he wouldn't go in | Joey embarrassingly told them he couldn't swim"
"The first time I lived with a stranger was my freshman year of college | She had a very dominant personality and I had a very submissive one | For a long time we clashed and couldn't really get along | The second semester we stopped speaking to each other | The next year, I decided to live with a friend instead","The first time I lived with a stranger was my freshman year of college | She had a very dominant personality and I had a very submissive one | For a long time we clashed and couldn't really get along | The second semester we stopped speaking to each other | The next year, I decided to live with a friend instead"
"Ben is playing ball | He is playing hard | His team is losing by one basket | He attempts to make the shot and is pushed down | Ben falls to the ground missing the shot and his loses a tooth","Ben is playing ball | His team is losing by one basket | He is playing hard | He attempts to make the shot and is pushed down | Ben falls to the ground missing the shot and his loses a tooth"
"Sam's neck had been hurting recently | It was attributed to his bad posture at work | He decided to buy a neck rest for his chair | Sam installed the neck rest on his chair when it arrived | His neck no longer hurt with the added support","Sam's neck had been hurting recently | It was attributed to his bad posture at work | He decided to buy a neck rest for his chair | Sam installed the neck rest on his chair when it arrived | His neck no longer hurt with the added support"
"Henry was up to bat in the bottom of the 9th inning | He was the last chance for his team to win | The first pitch was a wild pitch | Henry watched the second pitch as it approached the plate | He swung with all of his might and hit the winning home run","He was the last chance for his team to win | Henry was up to bat in the bottom of the 9th inning | The first pitch was a wild pitch | Henry watched the second pitch as it approached the plate | He swung with all of his might and hit the winning home run"
"Billy was happily playing with his toy truck in the street | Someone called the cops on the autistic adult | Billy's therapist tried to calm the situation down | One of the cops shot the therapist | He later apologized, explaining he was aiming for Billy","Billy was happily playing with his toy truck in the street | Someone called the cops on the autistic adult | Billy's therapist tried to calm the situation down | One of the cops shot the therapist | He later apologized, explaining he was aiming for Billy"
"It was the end of an era | John and Jim were moving out of their old place | They had lived their all throughout college | The move was bittersweet | The new house was going to be great","They had lived their all throughout college | It was the end of an era | John and Jim were moving out of their old place | The move was bittersweet | The new house was going to be great"
"Mary had an essay that was due in 12 hours | She delayed writing what she initially wanted | She knew her ideas were not good enough and kept thinking | Four hours passed of brainstorming and debating | With little time left, Mary wrote about her initial ideas","Mary had an essay that was due in 12 hours | She knew her ideas were not good enough and kept thinking | She delayed writing what she initially wanted | Four hours passed of brainstorming and debating | With little time left, Mary wrote about her initial ideas"
"Hannah skipped her history class two days in a row | Because of this, the teacher gave her a note | The note explained that she had to go to detention | Hannah showed up for the detention and did her homework | Afterwords, she was glad to be done with it","Hannah skipped her history class two days in a row | Because of this, the teacher gave her a note | The note explained that she had to go to detention | Hannah showed up for the detention and did her homework | Afterwords, she was glad to be done with it"
"Gina was getting on the highway | She could see the traffic was barely moving | And as she approached the on-ramp signal stood red | Gina sat at the red light for 2 minutes before getting a green one | Finally she was able to get on the highway to drive home","Gina was getting on the highway | And as she approached the on-ramp signal stood red | Gina sat at the red light for 2 minutes before getting a green one | She could see the traffic was barely moving | Finally she was able to get on the highway to drive home"
"A bomb was about to go off | The forces tried to deactivate it | They called in a specialist | The specialist tried really hard | He succeeded at it","A bomb was about to go off | The forces tried to deactivate it | They called in a specialist | The specialist tried really hard | He succeeded at it"
"Evans had to charge his phone every day | One day, he could not find his charger | He searched everywhere but it was simply missing | He went to his friends house to charge his phone | Then, he remembered his charger was at work","One day, he could not find his charger | He searched everywhere but it was simply missing | Then, he remembered his charger was at work | Evans had to charge his phone every day | He went to his friends house to charge his phone"
"Joey loves poker | Saturday he went to play on his poker team | Joey came in first place and won a spot in the WSOP | Joey made his arrangements to fly to Vegas | Joey experienced his dream playing in the WSOP","Joey loves poker | Saturday he went to play on his poker team | Joey came in first place and won a spot in the WSOP | Joey made his arrangements to fly to Vegas | Joey experienced his dream playing in the WSOP"
"Kevin was watching tv | But he couldn't find a show that he liked | He continuously flipped through channels | And after 10 minutes of searching, he didn't give up | An hour later, Kevin was angry about how much time he wasted","Kevin was watching tv | He continuously flipped through channels | And after 10 minutes of searching, he didn't give up | But he couldn't find a show that he liked | An hour later, Kevin was angry about how much time he wasted"
"We left early on a sunday, flying out of Atlanta | Once there, we quickly went to our apartment we had rented | It was a nice apartment, downtown in San Juan | Before long we decided to go out and get something to eat | The food there was spectacular!","We left early on a sunday, flying out of Atlanta | Once there, we quickly went to our apartment we had rented | It was a nice apartment, downtown in San Juan | Before long we decided to go out and get something to eat | The food there was spectacular!"
"Lily decided to go out to her favorite tea house for lunch | She got there and ordered a pot of tea and cucumber sandwiches | She drank her tea and ate her food, enjoying the people around her | She paid for her food and left and went home | Lily decided to make this a new once a week tradition","Lily decided to go out to her favorite tea house for lunch | She got there and ordered a pot of tea and cucumber sandwiches | She drank her tea and ate her food, enjoying the people around her | She paid for her food and left and went home | Lily decided to make this a new once a week tradition"
"Thompson was always afraid of crocodiles | He knew they had a lot of teeth | One day, he traveled to Florida | Suddenly, he saw a crocodile | After that, he wasn't feared of crocodiles","Thompson was always afraid of crocodiles | One day, he traveled to Florida | Suddenly, he saw a crocodile | He knew they had a lot of teeth | After that, he wasn't feared of crocodiles"
"Keith was working in his yard | The wind began to blow hard | Several limbs fell from the trees in his yard | Keith decided it was dangerous to stay outside | He went inside to wait out the storm","Keith was working in his yard | The wind began to blow hard | Keith decided it was dangerous to stay outside | He went inside to wait out the storm | Several limbs fell from the trees in his yard"
"Becky loved climbing | She decided to climb a mountain one state over | Becky trained for weeks to prepare for the climb | On the day of the climb, she reached the mountain peak | Becky felt proud for achieving her goal","Becky loved climbing | She decided to climb a mountain one state over | Becky trained for weeks to prepare for the climb | On the day of the climb, she reached the mountain peak | Becky felt proud for achieving her goal"
"Ross finished reading his novel | He decided he wanted to buy another book to read | He rode his bike to the local bookstore | He browsed all the new books | He picked out a mystery novel and bought it","Ross finished reading his novel | He decided he wanted to buy another book to read | He rode his bike to the local bookstore | He browsed all the new books | He picked out a mystery novel and bought it"
"Harrison really liked writing poetry | He saw a poetry competition and decided to join | They spent all week preparing for the event | He performed and everyone enjoyed the shoe | He ended up taking home the prize, a free backpack","Harrison really liked writing poetry | He saw a poetry competition and decided to join | They spent all week preparing for the event | He performed and everyone enjoyed the shoe | He ended up taking home the prize, a free backpack"
"Dave invited Mike to join the work basketball team | Mike didn't know how to play basketball | Mike went to the library to check out a book on basketball | Mike learned the rules of the game | Mike accepted Dave's invitation to join the work basketball team","Mike didn't know how to play basketball | Mike went to the library to check out a book on basketball | Mike learned the rules of the game | Dave invited Mike to join the work basketball team | Mike accepted Dave's invitation to join the work basketball team"
"Fred almost always watches TV after he and his wife cook dinner | One night Fred decides it would be nice if he washed the dishes | His wife is overcome with joy that he offers to wash them | Fred notices that washing the dishes isn't so bad | He decides to wash the dishes every day instead of watching TV","Fred almost always watches TV after he and his wife cook dinner | One night Fred decides it would be nice if he washed the dishes | Fred notices that washing the dishes isn't so bad | He decides to wash the dishes every day instead of watching TV | His wife is overcome with joy that he offers to wash them"
"It was a very dry and hot summer day | Ryuu felt like he was melting in the heat | He went to the kitchen to grab a watermelon and coconut water | Ryuu sat on his porch, sweating | He took a big bite of watermelon while enjoying the sunset","It was a very dry and hot summer day | Ryuu felt like he was melting in the heat | He went to the kitchen to grab a watermelon and coconut water | Ryuu sat on his porch, sweating | He took a big bite of watermelon while enjoying the sunset"
"Wallace stole $20 dollars from her boyfriend's wallet last week | He eventually got over it and threw a party at his house | Everyone decided to bring food and he was grilling chicken | There was one piece of grilled chicken left when Wallace came | Although he wasn't hungry, Wallace's boyfriend took it","Although he wasn't hungry, Wallace's boyfriend took it | He eventually got over it and threw a party at his house | Everyone decided to bring food and he was grilling chicken | There was one piece of grilled chicken left when Wallace came | Wallace stole $20 dollars from her boyfriend's wallet last week"
"Nina was missing a very dear old friend intensely | She hadn't seen him in years and didn't know where he was | She started making research on the Internet | She found out that he had a blog and left a message there for him | He answered back right away, and they renewed their friendship","Nina was missing a very dear old friend intensely | She hadn't seen him in years and didn't know where he was | She started making research on the Internet | She found out that he had a blog and left a message there for him | He answered back right away, and they renewed their friendship"
"Jeff worked a night shift and could never find parking after work | His apartment lot was supposed to have a spot for everyone | Jeff figured out other tenants were telling friends to park | He thought he could put a chair in his spot and keep it for sure | But after his next shift he found his spot was still taken","His apartment lot was supposed to have a spot for everyone | Jeff worked a night shift and could never find parking after work | Jeff figured out other tenants were telling friends to park | He thought he could put a chair in his spot and keep it for sure | But after his next shift he found his spot was still taken"
"Liz's fuel gauge was broken | She didn't realize it at the time | It wasn't until her car stopped on the side of the road | The mechanic told her the problem | She had it fixed within a week","It wasn't until her car stopped on the side of the road | Liz's fuel gauge was broken | She didn't realize it at the time | The mechanic told her the problem | She had it fixed within a week"
"Rod proposed to his girlfriend | He did it properly, on bended knee | But she was shocked by his proposal | She said she needed more time to think | Later, she declined Rod's proposal","Rod proposed to his girlfriend | He did it properly, on bended knee | But she was shocked by his proposal | She said she needed more time to think | Later, she declined Rod's proposal"
"The woman gave birth | She had a baby boy | She wanted a baby girl | She was disappointed when they told her | The husband was happier with the gender","She wanted a baby girl | The woman gave birth | She had a baby boy | She was disappointed when they told her | The husband was happier with the gender"
"A Senator opposed a bill | Knowing it would pass in a vote, he elected to filibuster it | He began to recite the screenplay for the film Gigli | A cloture motion was rapidly introduced to end the filibuster | It passed, ninety-nine to one","A Senator opposed a bill | Knowing it would pass in a vote, he elected to filibuster it | He began to recite the screenplay for the film Gigli | A cloture motion was rapidly introduced to end the filibuster | It passed, ninety-nine to one"
"In 2002 we visited our friends in NH | The father was a college professor | He had me help him grade some papers | His seven year old daughter started crying | She said we were working too hard on a Sunday","In 2002 we visited our friends in NH | The father was a college professor | He had me help him grade some papers | His seven year old daughter started crying | She said we were working too hard on a Sunday"
"Ike went to a concert so his friends would think he's cool | He bought the t-shirt of the band and wore to to the concert | Everyone thought he was a big fan of the band and talked to him | Ike never heard the band before and just pretended to | After the concert he decided that maybe he will be a real fan","Ike went to a concert so his friends would think he's cool | Ike never heard the band before and just pretended to | He bought the t-shirt of the band and wore it to the concert | Everyone thought he was a big fan of the band and talked to him | After the concert he decided that maybe he will be a real fan"
"I didn't know what role I should play | The situation wasn't very clear | He asked me what I wanted to do | I told him I wanted to just end the relationship | He agreed and we went our separate ways","The situation wasn't very clear | I didn't know what role I should play | He asked me what I wanted to do | I told him I wanted to just end the relationship | He agreed and we went our separate ways"
"Sam hadn't done laundry in a long time | He ran out of dirty clothes | He was running late for school | Sam decided to wear dirty clothes | He smelled bad in class all day","Sam hadn't done laundry in a long time | He ran out of dirty clothes | Sam decided to wear dirty clothes | He was running late for school | He smelled bad in class all day"
"Joe saw a tree out his window | He immediately got a rush of joy at the thought of climbing the tree | He rushed outside | Joe started to climb the tree | Joe was happy","Joe was happy | Joe saw a tree out his window | He immediately got a rush of joy at the thought of climbing the tree | He rushed outside | Joe started to climb the tree"
"Marta had been drawing since a very young age | She loved beautiful clothes and wanted to be a fashion designer | She carried her art notebook wherever she went | While waiting for the bus, Marta dropped her art pad | A famous designer saw her drawings and hired Marta on the spot","Marta had been drawing since a very young age | She loved beautiful clothes and wanted to be a fashion designer | She carried her art notebook wherever she went | While waiting for the bus, Marta dropped her art pad | A famous designer saw her drawings and hired Marta on the spot"
"Tom wanted to eat an egg | He also wanted to prepare some for later that week | He began boiling water | He added eggs and cooked them | He was happy to prepare multiple great meals","Tom wanted to eat an egg | He began boiling water | He added eggs and cooked them | He was happy to prepare multiple great meals | He also wanted to prepare some for later that week"
"She took the dog outside | He took forever to go pee | She was getting bored | She walked around the yard | She picked up all the random sticks","She took the dog outside | He took forever to go pee | She was getting bored | She walked around the yard | She picked up all the random sticks"
"Carter was at a party with her friends | They were in the back yard when a fight broke out | Two boys were pushing each other around by the pool | Carter saw that one boy was her brother | She marched over and broke up the fight immediately","Carter was at a party with her friends | They were in the back yard when a fight broke out | Two boys were pushing each other around by the pool | Carter saw that one boy was her brother | She marched over and broke up the fight immediately"
"Gabe was playing a computer game | But he was angry because he was losing | So he threw his keyboard at his computer monitor | And the monitor didn't turn on again | Gabe decided to be more calm next time","Gabe was playing a computer game | But he was angry because he was losing | So he threw his keyboard at his computer monitor | And the monitor didn't turn on again | Gabe decided to be more calm next time"
"Jake was at a party | He really wanted to impress a girl there | He started singing to her | Everybody told him to be quiet | The girl was unimpressed by Jake's attempt to impress her","Jake was at a party | He really wanted to impress a girl there | He started singing to her | The girl was unimpressed by Jake's attempt to impress her | Everybody told him to be quiet"
"Ryder had been practicing baseball all summer | At Fall tryouts he did his best | The coach selected him for the team because of his great swing | The team won the first game because of Ryder's home run | Ryder was so glad he practiced","Ryder had been practicing baseball all summer | At Fall tryouts he did his best | The coach selected him for the team because of his great swing | The team won the first game because of Ryder's home run | Ryder was so glad he practiced"
"Stan's cousins took him out for his birthday | He turned 21 today | He took one shot when the bartender gave him a drink | At the end of the day, he drinked more shots | His cousins literally carried him to the car at the end of the day","He turned 21 today | Stan's cousins took him out for his birthday | He took one shot when the bartender gave him a drink | At the end of the day, he drinked more shots | His cousins literally carried him to the car at the end of the day"
"Kate found a box full of kittens | Someone had left them by the side of the road | She decided to pick them up | She offered them up online | Everyone was taken within days","Kate found a box full of kittens | Someone had left them by the side of the road | She decided to pick them up | She offered them up online | Everyone was taken within days"
"Mary had an apple tree in her garden | The tree was full of apples | Mary climbed up the tree to pick the apples | She fell down from the tree | Mary broke her leg when she fell","Mary had an apple tree in her garden | The tree was full of apples | Mary climbed up the tree to pick the apples | She fell down from the tree | Mary broke her leg when she fell"
"Lynn and her friends needed to get out of the basement | They had been out at 3 AM and didn't want to get caught | Lynn decided to leave their jackets and shoes in the basement | She grabbed a board game off a shelf in the back | Her plan was to pretend they went down stairs for the game","They had been out at 3 AM and didn't want to get caught | Lynn and her friends needed to get out of the basement | Her plan was to pretend they went down stairs for the game | Lynn decided to leave their jackets and shoes in the basement | She grabbed a board game off a shelf in the back"
"Winston wrote a class paper about bees | It was so good the teacher asked him to read it | Winston is shy and said he was afraid | I offered to read it to the class | The teacher said no I couldn't","Winston wrote a class paper about bees | It was so good the teacher asked him to read it | Winston is shy and said he was afraid | I offered to read it to the class | The teacher said no I couldn't"
"Gina was talking to some cool kids | A cute guy named Josh walked over and spoke to them | He looked at Gina and spoke directly to her | Her long time crush Jamie had never spoken to her | She decided she definitely liked Josh more than Jaime","Her long time crush Jamie had never spoken to her | Gina was talking to some cool kids | A cute guy named Josh walked over and spoke to them | He looked at Gina and spoke directly to her | She decided she definitely liked Josh more than Jaime"
"Lori loves to play games | Her favorite game is hopscotch | She plays it every day | She fell once and hurt her leg | But, hopscotch is still her favorite game","Lori loves to play games | Her favorite game is hopscotch | She plays it every day | She fell once and hurt her leg | But, hopscotch is still her favorite game"
"I hated garlic | Then, my friend recommended that I try roasted garlic | I was wary but I decided to try it | Alas, I burnt the garlic during the roasting | Nevertheless, the burned garlic tasted good","I hated garlic | Then, my friend recommended that I try roasted garlic | I was wary but I decided to try it | Alas, I burnt the garlic during the roasting | Nevertheless, the burned garlic tasted good"
"My eighth grade math teacher gave my class an unusual assignment | He had each of us write a letter to ourselves ten years in the future | His plan was to mail it to us exactly ten years from when we wrote it | I thought it was a very cool idea at the time | Alas, 23 year old me would find out that 13 year old me was an idiot","My eighth grade math teacher gave my class an unusual assignment | He had each of us write a letter to ourselves ten years in the future | His plan was to mail it to us exactly ten years from when we wrote it | I thought it was a very cool idea at the time | Alas, 23 year old me would find out that 13 year old me was an idiot"
"Kelly was much older than him | He dated her for a long time and they fought a lot | They ended up breaking up eventually | He held onto her memory for years | He contacted her again on social media to see if she was ok","Kelly was much older than him | He dated her for a long time and they fought a lot | They ended up breaking up eventually | He held onto her memory for years | He contacted her again on social media to see if she was ok"
"Cameron woke up on Christmas morning, excited to what Santa brought | He raced into his room and woke his parents up, immediately | His parents grabbed the camera and followed Cameron down the hall | Cameron was amazed as he saw a new bike and a few new video games | He got his helmet and went out for a ride to test out his new bike","Cameron woke up on Christmas morning, excited to what Santa brought | He raced into his room and woke his parents up, immediately | His parents grabbed the camera and followed Cameron down the hall | Cameron was amazed as he saw a new bike and a few new video games | He got his helmet and went out for a ride to test out his new bike"
"Tom's wife loved him | She caught him cheating | She wound up forgiving him | Tom cheated again | She kept forgiving him","Tom's wife loved him | Tom cheated again | She caught him cheating | She kept forgiving him | She wound up forgiving him"
"Sheena loved to dance | Every evening after work she'd get home and dance | She didn't realize how good it was for her to get fit | But after a few months she had lost fifteen pounds | And she told everyone at work how dancing was good for her health","Sheena loved to dance | Every evening after work she'd get home and dance | She didn't realize how good it was for her to get fit | But after a few months she had lost fifteen pounds | And she told everyone at work how dancing was good for her health"
"Michael tapped his steering wheel impatiently | He changed lanes, only to find himself moving slower | Outside his window, he saw a pedestrian walking past him | Michael honked his car impatiently | The traffic barely inched forward","The traffic barely inched forward | Michael tapped his steering wheel impatiently | Michael honked his car impatiently | He changed lanes, only to find himself moving slower | Outside his window, he saw a pedestrian walking past him"
"I let the dog out this morning | I told her to go use the bathroom | Instead, she went and laid in the grass | I couldn't find her for a while | I got scared when I say her lying there","I let the dog out this morning | I told her to go use the bathroom | Instead, she went and laid in the grass | I couldn't find her for a while | I got scared when I saw her lying there"
"Nell needed cool treats for her four kids | She went to the store and bought a dozen freezer pops | She threw them in the freezer at home | After an hour they were frozen | She passed them out to the kids, who loved them!","Certainly! Here is the reordered version of the sentences: 

Nell needed cool treats for her four kids | She went to the store and bought a dozen freezer pops | She threw them in the freezer at home | After an hour they were frozen | She passed them out to the kids, who loved them!"
"On Saturday, Jane was doing yoga | Suddenly, she heard the doorbell | Her friend, Melissa, stopped by for an unexpected visit | Jane was frustrated that her friend came over without a prior notice | She politely asked her friend to call before her next visit","On Saturday, Jane was doing yoga | Suddenly, she heard the doorbell | Her friend, Melissa, stopped by for an unexpected visit | Jane was frustrated that her friend came over without a prior notice | She politely asked her friend to call before her next visit"
"The family ordered pizza for dinner | The pizza arrived nearly an hour late | The family noticed the pizza tasted cold when they bit into it | They called the pizza store and they apologized | They got a refund and a new pizza delivered to them quickly","The family ordered pizza for dinner | The pizza arrived nearly an hour late | The family noticed the pizza tasted cold when they bit into it | They called the pizza store and they apologized | They got a refund and a new pizza delivered to them quickly"
"A group of people began to protest the local library | The brought out signs that said that knowledge was too much power | The crowd grew as the time went on and everyone was getting excited | A protester threw a brick at the library and cursed education loudly | The librarian came out and told them to please be more quiet","The correct chronological order of the sentences is: A group of people began to protest the local library | They brought out signs that said that knowledge was too much power | The crowd grew as the time went on and everyone was getting excited | The librarian came out and told them to please be more quiet | A protester threw a brick at the library and cursed education loudly"
"Brett went riding on his bike | He was riding on off-road trails | He hit a large bump and flew off the bike | He landed wrong on his arm | Now Brett's arm is injured","Brett went riding on his bike | He was riding on off-road trails | He hit a large bump and flew off the bike | He landed wrong on his arm | Now Brett's arm is injured"
"Tim took his dog to the dog park | He was playing with other dogs | All of a sudden a bigger dog started being too aggressive | Tim had to intervene | The other dog's owners apologized","Tim took his dog to the dog park | He was playing with other dogs | All of a sudden a bigger dog started being too aggressive | Tim had to intervene | The other dog's owners apologized"
"The man set his alarm | He had an appointment the next morning | He slept through the appointment | He checked the alarm | The sound had been to low to wake him up","The man set his alarm | He checked the alarm | He had an appointment the next morning | The sound had been too low to wake him up | He slept through the appointment"
"The boy studied | He took the test | He got a great grade on the test | He showed the score to his mom | He thanked his mom for making him study","The boy studied | He took the test | He got a great grade on the test | He showed the score to his mom | He thanked his mom for making him study"
"Brad had a stuffed bear in his living room | Brad was very proud of the bear | He invited Andrea over to see his house | Andrea was appalled by the stuffed bear | Brad never invited Andrea over again","Brad had a stuffed bear in his living room | Brad was very proud of the bear | He invited Andrea over to see his house | Andrea was appalled by the stuffed bear | Brad never invited Andrea over again"
"Sarah was getting ready for her wedding | She and her friends were working on finishing touches | She realized that she didn't have anything borrowed | Luckily, her friend offered to lend her a hair pin | She put it into her hair and then left to get married","Sarah was getting ready for her wedding | She and her friends were working on finishing touches | She realized that she didn't have anything borrowed | Luckily, her friend offered to lend her a hair pin | She put it into her hair and then left to get married"
"Julie was very excited when she lost her first tooth | Her parents told her to put it under the pillow | Julie hoped the tooth fairy would visit | When she woke up in the morning, she felt under her pillow | The tooth was gone and there was a dollar in its place!","Julie was very excited when she lost her first tooth | Her parents told her to put it under the pillow | Julie hoped the tooth fairy would visit | When she woke up in the morning, she felt under her pillow | The tooth was gone and there was a dollar in its place!"
"There was a mouse in my house | I set mouse traps with cheese | The mouse would not come out of the walls | I called pest control | They safely removed the mouse","There was a mouse in my house | The mouse would not come out of the walls | I set mouse traps with cheese | I called pest control | They safely removed the mouse"
"Tommy had a computer problem | A hacker broke into his laptop and stole his information | Tommy called the police but they wouldn't help | He decided he would just have to get a new computer | He threw his old one into the garbage can","Tommy had a computer problem | A hacker broke into his laptop and stole his information | Tommy called the police but they wouldn't help | He decided he would just have to get a new computer | He threw his old one into the garbage can"
"I was so nervous for my first day of school | When I arrived at my first class, I was shaking | I sat next the prettiest girl in class | We talked the whole time during and after class | We became best friends, and she made college so much easier!","I was so nervous for my first day of school | When I arrived at my first class, I was shaking | I sat next to the prettiest girl in class | We talked the whole time during and after class | We became best friends, and she made college so much easier!"
"James was an actor | He recently got a small role in a Broadway musical | They rehearse for hours every day | It makes James very tired | He has never been happier, though","James was an actor | He recently got a small role in a Broadway musical | They rehearse for hours every day | It makes James very tired | He has never been happier, though"
"Daddy got hurt at work | He came home and had a large white bandage on his arm | He told us it was called a cast and everyone wanted to write on it | He wore it for a long time and said it itched | One day he came home and it wasn't on his arm anymore","Daddy got hurt at work | He came home and had a large white bandage on his arm | He told us it was called a cast and everyone wanted to write on it | He wore it for a long time and said it itched | One day he came home and it wasn't on his arm anymore"
"James didn't know what he wanted for his birthday | Everyone kept asking him but he did not want for much | In the end everyone got together and threw him a birthday party | James was so grateful for his friends and family | John enjoyed his time spent at his birthday party","James didn't know what he wanted for his birthday | Everyone kept asking him but he did not want for much | In the end everyone got together and threw him a birthday party | John enjoyed his time spent at his birthday party | James was so grateful for his friends and family"
"Monica didn't like walking to school | So she saved up money for a bike | She was happy about how much shorter her walk to school was | And eventually, she began to bike to faraway places in her town | Monica was glad she bought a bike","Monica didn't like walking to school | So she saved up money for a bike | She was happy about how much shorter her walk to school was | Monica was glad she bought a bike | And eventually, she began to bike to faraway places in her town"
"Alex wanted a new kitten for his birthday | His parents surprised him with a fluffy white kitten | Alex named him Leo | Alex loved Leo so much and played with him everyday | One day Alex came home to find Leo had passed away","Alex wanted a new kitten for his birthday | His parents surprised him with a fluffy white kitten | Alex named him Leo | Alex loved Leo so much and played with him everyday | One day Alex came home to find Leo had passed away"
"I went with my girlfriend to Jamaica | We did some sightseeing while we were there | We climbed up a waterfall called the Dunns River Falls | We really had a great time on our trip | We cannot wait to go back","I went with my girlfriend to Jamaica | We climbed up a waterfall called the Dunns River Falls | We did some sightseeing while we were there | We really had a great time on our trip | We cannot wait to go back"
"The airplane took off as soon as everyone got on board | I tried to finish my assignments on the ride to Chicago | However, I immediately fell asleep | My mom woke me up as soon as we arrived at our destination | We took our bags with us and met up with an aunt there","The airplane took off as soon as everyone got on board | I tried to finish my assignments on the ride to Chicago | However, I immediately fell asleep | My mom woke me up as soon as we arrived at our destination | We took our bags with us and met up with an aunt there"
"Kate wanted to buy something at the store | She didn't have enough money until she got paid | The item was the last one on sale | Kate decided to hide it until she had money | She eventually returned to find the item and buy it","Kate wanted to buy something at the store | The item was the last one on sale | She didn't have enough money until she got paid | Kate decided to hide it until she had money | She eventually returned to find the item and buy it"
"Billy had been out of work | He had just gotten a new job | Billy hadn't gotten paid yet on his new job | His bills were due | Billy took money from his savings account to pay the bills","Billy had been out of work | He had just gotten a new job | Billy hadn't gotten paid yet on his new job | His bills were due | Billy took money from his savings account to pay the bills"
"Tom always slacked off during running practice | Since Tom slacked off in practice he came in last in the race | He then decided to practice harder than before | His speed and stamina improved over time | In the next race he won 1st place","Tom always slacked off during running practice | Since Tom slacked off in practice he came in last in the race | He then decided to practice harder than before | His speed and stamina improved over time | In the next race he won 1st place"
"In the spring, Lindsey bought some flowers to hang by her front porch | She watered them, fertilized them, and kept them in the sun | Even though she took great care of them, they died four days later | Lindsey bought new flowers and the same thing happened two more times | Lindsey, frustrated, dumped out the hanging pots and planted no more","In the spring, Lindsey bought some flowers to hang by her front porch | She watered them, fertilized them, and kept them in the sun | Even though she took great care of them, they died four days later | Lindsey bought new flowers and the same thing happened two more times | Lindsey, frustrated, dumped out the hanging pots and planted no more"
"Glen was at a state fair | Some people were operating a pic race | He picked a pig out and placed a bet | The race was really fun to watch | In the end, he actually won some money","Glen was at a state fair | Some people were operating a pig race | He picked a pig out and placed a bet | The race was really fun to watch | In the end, he actually won some money"
"Georgia was checking her email | She realized that her inbox was full of spam | She decided to clean it out | It took an hour to delete it all and cancel her subscriptions | Finally, she had a clean empty inbox","Georgia was checking her email | She realized that her inbox was full of spam | She decided to clean it out | It took an hour to delete it all and cancel her subscriptions | Finally, she had a clean empty inbox"
"John had a mouse in his home | It had been coming up from behind his sink | He put traps out in response | He never caught anything, though | He's still looking for it to this day","John had a mouse in his home | It had been coming up from behind his sink | He put traps out in response | He never caught anything, though | He's still looking for it to this day"
"The family had been so busy lately | They took a vacation to reconnect | They spent so much time together that week | They went to an amusement park | They were sad when it was time to go home","The family had been so busy lately | They took a vacation to reconnect | They spent so much time together that week | They went to an amusement park | They were sad when it was time to go home"
"Today Eric is going to see Dr Miller | Eric is not sick today | He is going to see Dr Miller for a check-up | Eric gets a shot, it hurts a little bit | But in the end, Eric gets a sticker","Eric is not sick today | Today Eric is going to see Dr Miller | He is going to see Dr Miller for a check-up | Eric gets a shot, it hurts a little bit | But in the end, Eric gets a sticker"
"As soon as Tina turned 21 she wanted to attend a wine tasting | She went with her best friends and they were excited | The girls tried about ten different wines | In the end they loved the merlot | The event was a success","As soon as Tina turned 21 she wanted to attend a wine tasting | She went with her best friends and they were excited | The girls tried about ten different wines | In the end they loved the merlot | The event was a success"
"Joe wanted to go see his favorite team play baseball | The game was on Monday | He didn't have any personal days left at work | Joe called in sick so he could go to the baseball game | Joe lost his job","Joe wanted to go see his favorite team play baseball | The game was on Monday | He didn't have any personal days left at work | Joe called in sick so he could go to the baseball game | Joe lost his job"
"Brent thought he was very funny | One day his girlfriend told him her friend Tony has been murdered | She said the police thought it was a serial killer | Brent shouted that if Tony was a tiger it would be a cereal killer | Brent was very happy about how funny that was","One day his girlfriend told him her friend Tony has been murdered | She said the police thought it was a serial killer | Brent thought he was very funny | Brent shouted that if Tony was a tiger it would be a cereal killer | Brent was very happy about how funny that was"
